customer_id,company_name,segment,industry,created_at,status,country
104,Account 0104,Enterprise,Retail,2025-07-12,churned,BR
105,Account 0105,Mid-Market,Fintech,2025-03-17,active,US
106,Account 0106,Mid-Market,Retail,2026-06-25,churned,US
107,Account 0107,SMB,Fintech,2025-03-31,active,JP
108,Account 0108,SMB,Logistics,2025-12-27,active,US
109,Account 0109,SMB,Logistics,2025-05-24,prospect,US
110,Account 0110,Enterprise,Retail,2025-03-18,active,US
111,Account 0111,SMB,Media,2026-04-17,active,US
112,Account 0112,SMB,Fintech,2025-03-29,active,GB
113,Account 0113,SMB,Retail,2026-02-11,active,GB
114,Account 0114,SMB,Fintech,2026-02-25,prospect,US
115,Account 0115,SMB,Retail,2025-02-06,prospect,BR
116,Account 0116,Mid-Market,Healthcare,2025-04-15,active,US
117,Account 0117,Mid-Market,Logistics,2026-04-28,active,US
118,Account 0118,Mid-Market,Healthcare,2025-11-04,churned,DE
119,Account 0119,SMB,Media,2025-03-15,active,JP
120,Account 0120,Mid-Market,Healthcare,2026-08-26,churned,US
121,Account 0121,SMB,Retail,2025-06-10,active,US
122,Account 0122,Mid-Market,Retail,2025-01-03,active,DE
123,Account 0123,SMB,Fintech,2026-07-15,churned,BR
124,Account 0124,SMB,Fintech,2025-01-11,active,US
125,Account 0125,SMB,Logistics,2025-12-02,active,US
126,Account 0126,SMB,Logistics,2026-08-26,active,GB
127,Account 0127,SMB,Logistics,2025-12-17,active,US
128,Account 0128,SMB,Media,2025-12-21,active,US
129,Account 0129,SMB,Healthcare,2025-08-24,active,US
130,Account 0130,SMB,Media,2025-03-19,prospect,US
131,Account 0131,SMB,Healthcare,2025-12-14,prospect,US
132,Account 0132,Enterprise,Media,2026-06-29,active,BR
133,Account 0133,SMB,Media,2025-02-25,active,DE
134,Account 0134,SMB,Media,2026-06-19,churned,GB
135,Account 0135,SMB,Media,2025-09-09,prospect,JP
136,Account 0136,SMB,Retail,2025-11-22,active,US
137,Account 0137,Enterprise,Media,2025-04-11,active,US
138,Account 0138,SMB,Fintech,2026-01-13,active,JP
139,Account 0139,Mid-Market,Media,2025-04-21,active,US
140,Account 0140,SMB,Healthcare,2025-06-15,active,GB
141,Account 0141,SMB,Logistics,2026-03-15,active,GB
142,Account 0142,SMB,Fintech,2025-01-31,churned,US
143,Account 0143,Enterprise,Logistics,2025-09-29,churned,US
144,Account 0144,SMB,Logistics,2025-12-27,churned,US
145,Account 0145,SMB,Fintech,2025-03-22,active,US
146,Account 0146,SMB,Healthcare,2025-06-28,active,US
147,Account 0147,SMB,Healthcare,2025-07-28,churned,US
148,Account 0148,SMB,Media,2026-02-07,churned,GB
149,Account 0149,SMB,Media,2026-08-16,active,JP
150,Account 0150,SMB,Logistics,2026-05-23,churned,BR
151,Account 0151,Mid-Market,Fintech,2025-04-26,active,US
152,Account 0152,Mid-Market,Healthcare,2025-01-12,churned,US
153,Account 0153,SMB,Healthcare,2025-02-01,active,US
154,Account 0154,SMB,Logistics,2025-12-28,active,US
155,Account 0155,SMB,Fintech,2025-04-05,active,JP
156,Account 0156,Mid-Market,Healthcare,2025-05-21,active,US
157,Account 0157,SMB,Retail,2026-05-30,active,US
158,Account 0158,Mid-Market,Logistics,2026-06-15,active,BR
159,Account 0159,Mid-Market,Fintech,2026-05-25,active,US
160,Account 0160,Mid-Market,Fintech,2025-06-03,churned,US
161,Account 0161,SMB,Healthcare,2026-01-12,active,US
162,Account 0162,Enterprise,Healthcare,2026-01-06,active,DE
163,Account 0163,SMB,Logistics,2025-04-23,churned,GB
164,Account 0164,SMB,Healthcare,2025-12-02,active,US
165,Account 0165,SMB,Healthcare,2025-11-15,active,JP
166,Account 0166,SMB,Retail,2025-08-29,churned,BR
167,Account 0167,Mid-Market,Retail,2026-04-02,churned,BR
168,Account 0168,Mid-Market,Fintech,2026-02-16,active,US
169,Account 0169,SMB,Logistics,2025-11-20,churned,US
170,Account 0170,Enterprise,Logistics,2026-03-17,active,BR
171,Account 0171,SMB,Media,2026-04-09,active,US
172,Account 0172,SMB,Media,2025-12-11,churned,DE
173,Account 0173,SMB,Fintech,2025-06-12,active,GB
174,Account 0174,Enterprise,Retail,2026-04-06,churned,US
175,Account 0175,SMB,Retail,2026-03-12,active,GB
176,Account 0176,SMB,Fintech,2026-08-20,churned,JP
177,Account 0177,SMB,Fintech,2025-04-01,active,GB
178,Account 0178,Enterprise,Retail,2025-09-12,active,US
179,Account 0179,Mid-Market,Fintech,2026-07-16,active,BR
180,Account 0180,Mid-Market,Retail,2025-11-09,active,DE
181,Account 0181,Mid-Market,Media,2026-07-27,churned,GB
182,Account 0182,Mid-Market,Logistics,2025-01-08,active,BR
183,Account 0183,SMB,Media,2025-01-22,active,GB
184,Account 0184,SMB,Healthcare,2026-04-29,active,US
185,Account 0185,Mid-Market,Healthcare,2025-08-06,active,US
186,Account 0186,Mid-Market,Fintech,2025-11-12,churned,US
187,Account 0187,SMB,Retail,2025-09-17,active,DE
188,Account 0188,SMB,Healthcare,2025-09-05,prospect,DE
189,Account 0189,Mid-Market,Healthcare,2026-07-25,active,DE
190,Account 0190,SMB,Retail,2025-02-27,active,US
191,Account 0191,Enterprise,Healthcare,2026-04-14,active,GB
192,Account 0192,SMB,Fintech,2026-06-25,active,JP
193,Account 0193,SMB,Retail,2026-02-04,churned,US
194,Account 0194,Mid-Market,Media,2025-08-28,prospect,GB
195,Account 0195,SMB,Healthcare,2025-04-08,churned,GB
196,Account 0196,SMB,Media,2026-02-19,active,DE
197,Account 0197,SMB,Media,2025-10-12,active,US
198,Account 0198,Mid-Market,Logistics,2025-04-01,active,GB
199,Account 0199,SMB,Logistics,2025-08-07,active,JP
200,Account 0200,SMB,Media,2026-08-07,churned,GB
201,Account 0201,Mid-Market,Logistics,2025-06-11,active,JP
202,Account 0202,Enterprise,Healthcare,2025-04-19,active,JP
203,Account 0203,SMB,Logistics,2026-02-18,churned,US
204,Account 0204,SMB,Media,2025-05-02,churned,DE
205,Account 0205,SMB,Media,2026-07-13,active,US
206,Account 0206,SMB,Logistics,2026-06-06,active,JP
207,Account 0207,SMB,Healthcare,2026-08-21,active,US
208,Account 0208,Mid-Market,Media,2026-07-08,active,US
209,Account 0209,SMB,Fintech,2025-05-28,active,BR
210,Account 0210,SMB,Logistics,2025-05-09,active,US
211,Account 0211,Mid-Market,Media,2025-07-27,churned,GB
212,Account 0212,SMB,Media,2025-10-13,churned,US
213,Account 0213,SMB,Healthcare,2026-06-19,active,JP
214,Account 0214,Mid-Market,Logistics,2026-03-22,active,BR
215,Account 0215,Mid-Market,Retail,2026-01-27,active,US
216,Account 0216,Mid-Market,Retail,2026-06-18,active,GB
217,Account 0217,SMB,Healthcare,2026-01-28,active,US
218,Account 0218,SMB,Media,2025-08-19,active,DE
219,Account 0219,Enterprise,Logistics,2025-09-08,active,GB
220,Account 0220,SMB,Healthcare,2025-11-10,active,BR
221,Account 0221,SMB,Media,2025-02-23,active,US
222,Account 0222,SMB,Healthcare,2026-03-27,active,US
223,Account 0223,Mid-Market,Logistics,2026-02-01,churned,GB
224,Account 0224,Enterprise,Media,2026-03-20,active,DE
225,Account 0225,SMB,Healthcare,2025-11-21,active,US
226,Account 0226,Enterprise,Logistics,2026-04-21,churned,US
227,Account 0227,SMB,Retail,2026-07-31,active,US
228,Account 0228,SMB,Logistics,2025-12-12,active,BR
229,Account 0229,Mid-Market,Retail,2025-09-27,prospect,US
230,Account 0230,SMB,Fintech,2025-03-05,active,US
231,Account 0231,SMB,Logistics,2026-04-18,active,JP
232,Account 0232,SMB,Media,2026-07-03,active,US
233,Account 0233,Enterprise,Logistics,2026-03-01,active,GB
234,Account 0234,SMB,Media,2026-06-10,active,US
235,Account 0235,Enterprise,Media,2026-06-07,active,BR
236,Account 0236,Mid-Market,Fintech,2026-04-30,active,GB
237,Account 0237,SMB,Retail,2025-11-02,active,BR
238,Account 0238,Mid-Market,Retail,2025-03-02,active,US
239,Account 0239,SMB,Fintech,2025-01-02,active,DE
240,Account 0240,SMB,Retail,2025-05-05,active,GB
241,Account 0241,Mid-Market,Healthcare,2025-09-19,churned,US
242,Account 0242,Mid-Market,Media,2026-03-28,active,US
243,Account 0243,SMB,Logistics,2025-10-04,active,US
244,Account 0244,SMB,Healthcare,2025-01-15,active,JP
245,Account 0245,Mid-Market,Logistics,2025-05-08,active,GB
246,Account 0246,Mid-Market,Logistics,2026-08-18,active,DE
247,Account 0247,Mid-Market,Logistics,2026-08-23,active,GB
248,Account 0248,SMB,Healthcare,2025-08-17,active,DE
249,Account 0249,SMB,Fintech,2026-05-04,churned,US
250,Account 0250,SMB,Logistics,2026-03-13,prospect,US
251,Account 0251,Mid-Market,Fintech,2026-07-20,active,DE
252,Account 0252,Mid-Market,Healthcare,2026-06-23,active,US
253,Account 0253,SMB,Retail,2026-01-17,active,BR
254,Account 0254,SMB,Media,2025-08-28,active,BR
255,Account 0255,SMB,Media,2026-01-16,active,US
256,Account 0256,Mid-Market,Retail,2025-07-13,churned,DE
257,Account 0257,Mid-Market,Fintech,2025-07-31,churned,US
258,Account 0258,SMB,Healthcare,2026-01-05,churned,JP
259,Account 0259,SMB,Healthcare,2025-12-13,active,JP
260,Account 0260,SMB,Logistics,2025-12-19,prospect,JP
261,Account 0261,SMB,Fintech,2025-08-22,active,US
262,Account 0262,Mid-Market,Logistics,2025-09-06,active,US
263,Account 0263,SMB,Healthcare,2025-01-07,active,US
264,Account 0264,SMB,Logistics,2026-01-01,prospect,US
265,Account 0265,Enterprise,Fintech,2025-12-16,active,US
266,Account 0266,SMB,Retail,2026-07-22,churned,US
267,Account 0267,SMB,Retail,2025-11-03,active,JP
268,Account 0268,SMB,Fintech,2025-10-11,prospect,US
269,Account 0269,SMB,Logistics,2025-02-11,active,US
270,Account 0270,SMB,Retail,2025-04-30,active,BR
271,Account 0271,SMB,Fintech,2025-07-25,prospect,DE
272,Account 0272,SMB,Retail,2025-08-17,active,GB
273,Account 0273,SMB,Logistics,2025-08-09,active,DE
274,Account 0274,SMB,Media,2025-08-28,active,BR
275,Account 0275,Mid-Market,Media,2026-04-12,active,DE
276,Account 0276,SMB,Media,2025-03-21,active,DE
277,Account 0277,SMB,Media,2025-07-21,active,GB
278,Account 0278,SMB,Media,2025-04-09,active,US
279,Account 0279,Mid-Market,Retail,2025-07-06,churned,US
280,Account 0280,Mid-Market,Logistics,2026-02-20,active,US
281,Account 0281,SMB,Media,2025-01-29,active,US
282,Account 0282,SMB,Media,2025-07-26,active,GB
283,Account 0283,SMB,Fintech,2025-01-15,active,US
284,Account 0284,SMB,Logistics,2026-08-03,active,US
285,Account 0285,SMB,Fintech,2026-03-18,prospect,US
286,Account 0286,SMB,Retail,2025-05-28,prospect,BR
287,Account 0287,SMB,Logistics,2025-05-01,active,US
288,Account 0288,SMB,Fintech,2025-03-02,active,GB
289,Account 0289,SMB,Retail,2025-10-15,active,BR
290,Account 0290,SMB,Media,2026-04-03,active,US
291,Account 0291,Mid-Market,Fintech,2025-12-21,active,GB
292,Account 0292,SMB,Logistics,2026-06-19,active,US
293,Account 0293,Enterprise,Healthcare,2025-07-28,active,US
294,Account 0294,SMB,Retail,2025-06-18,active,GB
295,Account 0295,Mid-Market,Logistics,2025-10-18,active,JP
296,Account 0296,Enterprise,Healthcare,2025-05-03,active,US
297,Account 0297,Enterprise,Fintech,2026-08-16,active,DE
298,Account 0298,Mid-Market,Media,2025-04-23,active,US
299,Account 0299,Mid-Market,Healthcare,2025-10-18,churned,DE
300,Account 0300,Mid-Market,Retail,2025-11-13,active,DE
301,Account 0301,Mid-Market,Media,2025-02-04,active,DE
302,Account 0302,SMB,Healthcare,2025-10-12,active,DE
303,Account 0303,SMB,Media,2025-10-04,churned,US
304,Account 0304,SMB,Logistics,2025-06-07,active,GB
305,Account 0305,Mid-Market,Media,2025-03-19,churned,GB
306,Account 0306,SMB,Media,2025-01-28,prospect,GB
307,Account 0307,SMB,Fintech,2025-01-06,active,US
308,Account 0308,Mid-Market,Fintech,2025-10-20,active,US
309,Account 0309,SMB,Healthcare,2025-02-24,active,US
310,Account 0310,SMB,Logistics,2026-08-06,prospect,US
311,Account 0311,SMB,Healthcare,2025-05-29,active,US
312,Account 0312,SMB,Fintech,2026-02-01,prospect,US
313,Account 0313,SMB,Media,2026-02-13,active,GB
314,Account 0314,SMB,Logistics,2025-10-28,active,US
315,Account 0315,SMB,Logistics,2026-06-21,active,BR
316,Account 0316,SMB,Fintech,2025-03-09,active,DE
317,Account 0317,SMB,Media,2025-05-23,active,GB
318,Account 0318,Mid-Market,Healthcare,2025-06-03,active,US
319,Account 0319,SMB,Healthcare,2025-03-24,churned,US
320,Account 0320,Enterprise,Fintech,2025-06-28,churned,DE
321,Account 0321,Enterprise,Retail,2025-07-09,active,JP
322,Account 0322,SMB,Fintech,2026-04-10,active,US
323,Account 0323,SMB,Healthcare,2025-07-03,active,DE
324,Account 0324,SMB,Logistics,2026-06-17,churned,DE
325,Account 0325,Mid-Market,Logistics,2026-04-15,active,GB
326,Account 0326,Mid-Market,Retail,2026-07-02,churned,US
327,Account 0327,Mid-Market,Media,2025-03-05,active,DE
328,Account 0328,SMB,Retail,2026-08-21,active,US
329,Account 0329,Mid-Market,Media,2026-01-08,active,JP
330,Account 0330,SMB,Fintech,2026-08-20,active,US
331,Account 0331,Mid-Market,Healthcare,2025-08-04,churned,US
332,Account 0332,SMB,Media,2026-08-02,active,JP
333,Account 0333,Mid-Market,Healthcare,2025-12-24,active,US
334,Account 0334,Mid-Market,Logistics,2025-02-13,prospect,US
335,Account 0335,SMB,Healthcare,2025-09-06,prospect,US
336,Account 0336,Mid-Market,Logistics,2025-03-25,churned,US
337,Account 0337,SMB,Media,2026-07-26,active,US
338,Account 0338,Mid-Market,Fintech,2025-07-04,active,US
339,Account 0339,SMB,Media,2025-05-15,churned,GB
340,Account 0340,Enterprise,Healthcare,2025-12-02,active,GB
341,Account 0341,SMB,Healthcare,2025-09-16,active,US
342,Account 0342,Enterprise,Retail,2025-02-28,churned,DE
343,Account 0343,Mid-Market,Retail,2026-05-11,active,US
344,Account 0344,SMB,Healthcare,2026-05-29,active,JP
345,Account 0345,Mid-Market,Retail,2026-03-27,prospect,US
346,Account 0346,Mid-Market,Logistics,2026-01-10,active,DE
347,Account 0347,Enterprise,Logistics,2025-09-02,active,US
348,Account 0348,SMB,Media,2025-11-26,active,DE
349,Account 0349,SMB,Media,2025-11-13,active,US
350,Account 0350,SMB,Healthcare,2025-04-11,active,GB
351,Account 0351,Mid-Market,Retail,2025-02-19,churned,US
352,Account 0352,SMB,Fintech,2025-06-03,churned,JP
353,Account 0353,SMB,Healthcare,2025-10-03,active,DE
354,Account 0354,SMB,Logistics,2025-04-08,active,GB
355,Account 0355,SMB,Fintech,2025-03-06,churned,BR
356,Account 0356,SMB,Healthcare,2026-06-02,active,JP
357,Account 0357,Mid-Market,Fintech,2025-08-16,active,US
358,Account 0358,Mid-Market,Retail,2025-12-21,active,US
359,Account 0359,SMB,Retail,2025-11-15,active,US
360,Account 0360,SMB,Fintech,2026-03-23,active,US
361,Account 0361,Enterprise,Retail,2026-03-26,active,DE
362,Account 0362,SMB,Retail,2025-06-29,active,JP
363,Account 0363,SMB,Fintech,2026-05-30,active,JP
364,Account 0364,SMB,Fintech,2025-08-14,active,DE
365,Account 0365,Mid-Market,Healthcare,2026-05-22,active,DE
366,Account 0366,SMB,Retail,2025-09-03,active,BR
367,Account 0367,Mid-Market,Fintech,2025-03-09,active,JP
368,Account 0368,Mid-Market,Healthcare,2026-04-07,active,US
369,Account 0369,SMB,Logistics,2025-01-19,active,DE
370,Account 0370,Mid-Market,Media,2026-04-14,active,BR
371,Account 0371,Mid-Market,Logistics,2025-01-27,active,US
372,Account 0372,SMB,Fintech,2025-05-06,prospect,US
373,Account 0373,SMB,Healthcare,2026-01-02,active,JP
374,Account 0374,SMB,Healthcare,2026-07-26,churned,JP
375,Account 0375,SMB,Logistics,2025-09-05,prospect,JP
376,Account 0376,SMB,Logistics,2025-03-15,active,GB
377,Account 0377,Enterprise,Logistics,2025-05-22,active,US
378,Account 0378,SMB,Media,2026-06-28,churned,US
379,Account 0379,SMB,Healthcare,2026-03-18,active,DE
380,Account 0380,Mid-Market,Healthcare,2025-03-02,active,DE
381,Account 0381,SMB,Logistics,2025-08-22,active,DE
382,Account 0382,Enterprise,Fintech,2025-06-10,active,DE
383,Account 0383,Mid-Market,Fintech,2025-04-18,active,US
384,Account 0384,SMB,Logistics,2026-05-29,prospect,GB
385,Account 0385,SMB,Fintech,2026-01-10,prospect,US
386,Account 0386,Enterprise,Fintech,2025-04-19,active,US
387,Account 0387,Mid-Market,Healthcare,2026-01-30,churned,US
388,Account 0388,Enterprise,Fintech,2025-09-09,active,US
389,Account 0389,SMB,Logistics,2025-02-07,prospect,BR
390,Account 0390,Mid-Market,Logistics,2025-10-01,active,US
391,Account 0391,Mid-Market,Fintech,2025-04-23,prospect,US
392,Account 0392,SMB,Healthcare,2025-05-29,churned,GB
393,Account 0393,SMB,Logistics,2026-06-18,active,DE
394,Account 0394,Mid-Market,Media,2026-03-08,active,US
395,Account 0395,SMB,Fintech,2025-03-23,churned,US
396,Account 0396,SMB,Healthcare,2026-06-01,active,US
397,Account 0397,Mid-Market,Media,2025-12-15,active,GB
398,Account 0398,SMB,Media,2026-06-15,prospect,US
399,Account 0399,SMB,Retail,2026-03-30,active,US
400,Account 0400,SMB,Fintech,2025-07-25,active,US
401,Account 0401,SMB,Logistics,2025-11-21,active,DE
402,Account 0402,Enterprise,Fintech,2025-11-19,active,US
403,Account 0403,Mid-Market,Fintech,2026-03-14,prospect,BR
404,Account 0404,SMB,Fintech,2025-05-31,active,US
405,Account 0405,Enterprise,Retail,2025-07-22,active,DE
406,Account 0406,Mid-Market,Retail,2025-05-29,active,US
407,Account 0407,SMB,Fintech,2025-06-29,prospect,US
408,Account 0408,Mid-Market,Logistics,2025-04-08,active,US
409,Account 0409,SMB,Retail,2025-01-23,churned,BR
410,Account 0410,Enterprise,Fintech,2026-07-25,churned,BR
411,Account 0411,Mid-Market,Retail,2025-02-15,churned,US
412,Account 0412,Mid-Market,Healthcare,2026-06-24,prospect,US
413,Account 0413,SMB,Fintech,2025-01-02,churned,JP
414,Account 0414,Mid-Market,Media,2026-04-17,prospect,DE
415,Account 0415,SMB,Healthcare,2025-07-19,active,US
416,Account 0416,SMB,Media,2025-11-11,churned,US
417,Account 0417,SMB,Media,2025-06-21,active,GB
418,Account 0418,Mid-Market,Healthcare,2025-10-25,active,GB
419,Account 0419,SMB,Logistics,2025-10-02,churned,DE
420,Account 0420,Enterprise,Healthcare,2025-11-18,prospect,JP
421,Account 0421,Mid-Market,Logistics,2025-08-27,churned,US
422,Account 0422,SMB,Logistics,2025-11-22,active,US
423,Account 0423,SMB,Healthcare,2026-05-17,active,US
424,Account 0424,SMB,Media,2025-09-21,active,US
425,Account 0425,Mid-Market,Fintech,2025-08-08,active,US
426,Account 0426,Mid-Market,Logistics,2025-03-21,active,US
427,Account 0427,SMB,Media,2025-08-07,active,US
428,Account 0428,Mid-Market,Logistics,2025-03-18,active,GB
429,Account 0429,SMB,Fintech,2025-04-21,churned,US
430,Account 0430,Mid-Market,Media,2026-08-02,active,US
431,Account 0431,Enterprise,Healthcare,2025-02-24,prospect,DE
432,Account 0432,Mid-Market,Retail,2025-10-20,active,DE
433,Account 0433,Mid-Market,Retail,2026-05-22,active,GB
434,Account 0434,Mid-Market,Healthcare,2026-08-02,active,BR
435,Account 0435,SMB,Fintech,2025-03-31,active,GB
436,Account 0436,SMB,Retail,2025-04-10,prospect,US
437,Account 0437,SMB,Healthcare,2025-08-15,active,US
438,Account 0438,SMB,Media,2025-12-03,active,DE
439,Account 0439,Mid-Market,Fintech,2026-08-06,prospect,US
440,Account 0440,Mid-Market,Logistics,2025-05-07,prospect,US
441,Account 0441,Mid-Market,Media,2025-04-10,active,US
442,Account 0442,SMB,Healthcare,2025-06-03,active,US
443,Account 0443,Mid-Market,Logistics,2026-06-15,active,US
444,Account 0444,SMB,Healthcare,2025-01-19,active,US
445,Account 0445,SMB,Retail,2025-08-19,active,BR
446,Account 0446,Mid-Market,Retail,2025-03-14,active,JP
447,Account 0447,Enterprise,Logistics,2025-04-06,prospect,US
448,Account 0448,Mid-Market,Logistics,2026-07-11,active,JP
449,Account 0449,SMB,Media,2025-01-02,active,US
450,Account 0450,Mid-Market,Retail,2025-07-15,active,JP
451,Account 0451,SMB,Fintech,2026-07-10,churned,JP
452,Account 0452,Mid-Market,Retail,2026-01-05,active,US
453,Account 0453,Mid-Market,Retail,2025-02-13,churned,GB
454,Account 0454,SMB,Fintech,2025-10-10,prospect,JP
455,Account 0455,SMB,Healthcare,2026-08-13,active,JP
456,Account 0456,SMB,Retail,2025-09-01,active,JP
457,Account 0457,Enterprise,Logistics,2025-11-17,active,DE
458,Account 0458,SMB,Healthcare,2025-11-19,active,US
459,Account 0459,Mid-Market,Fintech,2026-02-05,prospect,BR
460,Account 0460,Mid-Market,Healthcare,2025-04-24,active,DE
461,Account 0461,SMB,Media,2026-05-25,churned,DE
462,Account 0462,SMB,Fintech,2026-08-24,active,US
463,Account 0463,Enterprise,Retail,2025-03-28,active,DE
464,Account 0464,SMB,Retail,2026-05-12,active,US
465,Account 0465,SMB,Logistics,2026-05-11,active,GB
466,Account 0466,Mid-Market,Retail,2026-03-27,active,US
467,Account 0467,Mid-Market,Media,2025-08-14,active,GB
468,Account 0468,Enterprise,Fintech,2025-10-12,active,BR
469,Account 0469,SMB,Media,2026-05-25,churned,US
470,Account 0470,SMB,Retail,2025-04-03,active,DE
