session_id,user_id,started_at,duration_seconds,events_count,converted
258,746,2026-02-06,3644,18,False
259,96,2025-01-03,349,54,False
260,90,2025-03-03,4326,2,False
261,588,2025-07-12,4478,43,True
262,284,2025-08-11,2765,61,False
263,412,2026-04-14,3003,188,False
264,68,2026-08-26,1303,129,False
265,340,2025-06-02,88,30,False
266,659,2026-02-18,517,86,False
267,460,2025-06-16,1278,31,False
268,179,2026-08-30,2658,24,False
269,122,2026-01-14,1046,118,False
270,532,2025-02-18,4317,98,False
271,562,2025-02-26,3822,36,False
272,611,2025-09-03,3162,164,False
273,99,2025-09-27,3584,194,False
274,305,2025-05-20,168,167,False
275,51,2025-02-18,1418,176,False
276,632,2026-07-26,1314,116,False
277,203,2026-02-21,148,46,False
278,261,2026-07-04,2398,110,False
279,454,2025-06-24,2115,38,False
280,119,2025-12-12,2189,73,False
281,618,2026-01-22,3638,80,False
282,368,2025-07-06,3774,98,False
283,448,2026-01-27,1791,163,False
284,569,2025-11-27,973,154,False
285,529,2026-06-05,2046,135,False
286,32,2026-06-13,2015,87,False
287,79,2026-07-18,477,7,False
288,645,2025-12-15,2908,168,False
289,704,2025-02-03,2084,40,False
290,205,2026-04-10,5312,123,False
291,18,2025-09-08,755,29,False
292,545,2026-02-22,4998,82,False
293,788,2026-02-09,1870,33,False
294,92,2025-03-01,2079,184,False
295,73,2025-04-27,1414,81,False
296,312,2026-04-06,1823,177,False
297,493,2025-12-04,283,88,False
298,373,2025-05-07,5129,80,False
299,376,2026-06-02,1828,76,False
300,375,2026-06-13,4656,148,False
301,792,2025-05-16,4156,154,False
302,219,2025-07-07,3843,185,False
303,78,2025-04-28,2093,12,False
304,424,2025-12-09,3368,118,False
305,382,2026-04-12,1933,49,False
306,222,2025-06-23,3944,187,False
307,774,2025-01-12,4465,52,False
308,134,2025-01-06,3841,16,False
309,109,2025-06-09,2208,73,False
310,107,2026-04-19,4523,187,False
311,753,2025-08-08,75,119,True
312,716,2026-03-10,3915,136,False
313,765,2026-07-05,4526,119,True
314,105,2026-07-15,3521,32,False
315,20,2025-07-08,2598,181,False
316,317,2025-12-14,5060,24,False
317,382,2026-03-19,230,62,False
318,202,2025-04-25,5081,146,False
319,493,2026-02-27,1480,185,False
320,493,2025-04-14,2268,50,False
321,540,2025-12-09,1486,192,False
322,277,2025-08-25,5392,7,False
323,26,2025-08-21,2082,101,False
324,230,2025-07-20,2141,41,False
325,137,2025-10-24,3299,175,False
326,776,2025-09-05,1367,21,False
327,673,2025-06-08,1842,116,False
328,798,2025-05-17,1143,34,False
329,603,2025-10-23,3903,21,False
330,107,2026-08-24,668,106,False
331,363,2026-01-31,3584,56,False
332,555,2025-02-22,1989,107,False
333,53,2025-02-13,605,59,False
334,712,2026-03-25,5228,90,False
335,679,2025-11-28,1866,43,False
336,777,2025-12-11,1772,149,False
337,240,2025-08-14,461,181,False
338,239,2025-12-04,4968,4,False
339,504,2025-12-22,4905,84,False
340,628,2026-01-08,605,177,False
341,217,2026-07-27,1563,188,True
342,263,2026-07-03,816,197,False
343,279,2026-05-23,3808,15,False
344,498,2026-02-14,905,189,False
345,87,2026-02-21,2143,16,True
346,411,2025-06-14,2980,53,False
347,194,2026-06-09,5161,94,False
348,566,2025-06-13,5356,175,False
349,595,2025-03-17,2309,87,False
350,731,2026-05-18,1125,148,False
351,290,2025-09-08,3115,113,False
352,91,2025-10-18,1822,97,False
353,186,2026-01-18,2434,23,False
354,179,2026-03-04,4612,197,True
355,3,2025-02-18,2305,19,False
356,469,2025-08-17,2882,46,False
357,527,2026-04-22,3018,171,False
358,286,2026-03-25,1881,117,False
359,229,2026-01-17,4842,64,False
360,447,2025-09-15,2299,43,False
361,123,2025-08-04,3251,30,False
362,627,2025-10-27,3977,51,False
363,187,2025-04-21,4452,160,False
364,560,2026-07-18,1975,166,False
365,540,2025-04-25,217,135,False
366,614,2025-10-28,3586,127,False
367,429,2026-04-05,570,58,True
368,129,2025-05-17,4330,143,False
369,34,2026-08-23,5376,189,False
370,25,2025-11-19,335,72,False
371,111,2025-04-06,147,111,False
372,698,2025-01-06,4056,184,False
373,86,2025-07-09,3826,30,False
374,362,2025-06-19,5100,91,False
375,390,2025-01-31,719,142,False
376,509,2026-01-02,461,66,False
377,98,2025-11-10,2008,18,False
378,59,2025-02-13,468,38,False
379,677,2026-05-19,4879,176,True
380,567,2025-10-04,3334,53,False
381,488,2025-12-24,3629,174,False
382,82,2025-12-30,3662,157,False
383,565,2026-05-24,2809,125,True
384,630,2025-05-18,2512,67,False
385,677,2025-01-26,1197,84,False
386,49,2025-05-13,5054,64,False
387,452,2026-02-18,2988,76,False
388,67,2026-02-10,710,78,False
389,269,2025-07-08,928,79,False
390,275,2026-08-15,666,66,False
391,110,2026-02-24,4845,79,False
392,170,2025-07-06,85,104,False
393,748,2026-08-21,5007,105,False
394,788,2025-05-07,4444,195,False
395,414,2025-01-19,777,34,False
396,362,2026-08-21,514,189,False
397,779,2025-09-23,5021,169,False
398,376,2026-05-22,3270,186,False
399,347,2026-06-06,4968,160,False
400,38,2026-07-23,5022,121,False
401,114,2026-04-07,88,85,False
402,394,2025-01-28,312,196,False
403,252,2025-11-27,4288,165,False
404,52,2026-07-21,660,73,False
405,586,2026-04-10,4462,57,False
406,503,2026-05-24,4707,40,False
407,49,2026-04-23,2647,137,False
408,786,2025-07-01,1520,181,False
409,202,2026-04-16,5352,176,False
410,264,2026-01-14,2297,163,True
411,140,2025-12-19,1321,169,False
412,647,2025-04-15,3146,78,False
413,763,2025-03-07,1839,160,False
414,773,2025-09-11,3877,48,False
415,79,2025-05-31,5323,112,False
416,775,2026-01-01,1017,74,False
417,45,2025-07-11,1370,50,False
418,597,2025-03-08,4722,87,False
419,525,2025-01-21,4528,151,False
420,696,2026-08-10,4187,167,False
421,428,2025-03-07,809,119,False
422,282,2026-07-18,516,78,False
423,529,2025-12-07,1638,127,False
424,468,2026-06-11,611,96,False
425,147,2026-07-07,2592,69,False
426,531,2025-03-20,3827,37,True
427,551,2025-11-25,3900,91,False
428,174,2026-02-11,2568,146,False
429,509,2026-01-19,2002,115,True
430,251,2026-06-25,2459,125,False
431,422,2025-04-13,3834,151,False
432,290,2025-03-25,1198,30,False
433,533,2026-05-22,36,166,True
434,53,2026-01-28,3855,57,False
435,155,2026-07-12,3438,55,False
436,366,2025-05-04,642,62,False
437,540,2025-02-04,3256,155,False
438,627,2026-02-23,2034,123,False
439,151,2026-04-05,4916,11,False
440,520,2026-01-29,3908,5,False
441,790,2025-01-30,2611,136,False
442,501,2026-06-14,5296,117,False
443,42,2025-06-03,3791,68,False
444,485,2025-10-22,1170,52,True
445,304,2025-01-14,3361,149,False
446,19,2026-04-06,3445,181,False
447,330,2026-05-11,4337,174,False
448,3,2025-04-27,374,164,False
449,94,2025-02-17,4881,7,False
450,136,2026-01-26,1463,112,False
451,181,2025-12-03,2771,56,False
452,731,2026-06-17,548,60,False
453,199,2025-06-28,911,175,False
454,686,2026-03-15,4490,53,False
455,132,2026-05-30,4030,134,False
456,462,2026-06-18,2275,12,False
457,266,2025-02-21,445,146,False
458,309,2026-01-18,4816,76,False
459,417,2025-07-29,951,22,False
460,771,2025-12-01,245,30,False
461,555,2026-02-12,1306,73,False
462,53,2026-07-10,3780,126,False
463,745,2025-10-12,1618,166,False
464,78,2025-07-16,2792,172,False
465,378,2025-04-27,665,163,False
466,497,2026-03-31,3754,16,False
467,440,2025-07-26,5222,159,True
468,439,2026-02-25,5221,179,False
469,566,2025-06-12,4890,122,False
470,786,2026-05-10,5253,81,False
471,176,2026-02-10,4552,167,False
472,643,2025-10-30,4490,6,True
473,6,2026-08-24,4094,2,False
474,751,2025-10-27,1161,17,False
475,318,2025-11-25,1007,140,False
476,578,2025-01-21,4107,1,False
477,203,2026-01-29,1545,19,False
478,742,2026-07-20,5170,118,False
479,423,2025-12-20,3632,117,False
480,550,2025-08-24,1889,54,False
481,181,2026-01-28,2850,168,False
482,421,2025-12-02,1906,94,False
483,610,2025-05-09,1250,123,False
484,465,2025-05-01,2596,146,False
485,139,2026-06-29,3235,138,False
486,721,2026-01-10,3762,84,False
487,194,2026-06-23,1907,113,False
488,84,2025-07-30,1360,40,False
489,508,2026-08-04,848,133,False
490,453,2025-12-22,879,167,False
491,371,2026-06-10,3142,135,False
492,314,2026-03-23,1568,42,False
493,12,2026-07-18,3329,194,False
494,531,2026-01-06,3496,145,False
495,173,2026-04-13,4500,189,False
496,484,2025-01-19,256,137,False
497,720,2025-11-22,4852,132,False
498,320,2026-05-05,5010,160,False
499,454,2026-05-12,2465,170,False
500,552,2025-12-07,3024,89,False
501,466,2026-07-28,4959,128,False
502,429,2025-05-25,600,185,False
503,364,2026-04-28,5193,156,False
504,150,2025-07-16,3913,25,False
505,537,2025-06-07,3842,181,False
506,511,2026-05-08,1569,107,False
507,333,2026-05-05,5399,36,False
508,22,2026-07-23,4146,141,False
509,11,2025-09-17,5088,194,False
510,659,2026-05-09,4756,173,False
511,89,2026-04-12,3616,32,False
512,726,2026-06-22,2734,130,False
513,45,2025-07-09,2080,33,False
514,63,2025-10-25,1021,132,False
515,175,2026-03-06,247,95,False
516,206,2025-09-10,2567,192,False
517,253,2026-08-30,3208,5,False
518,102,2026-05-13,3097,82,False
519,89,2025-01-13,2569,156,False
520,618,2025-08-28,1961,107,False
521,744,2025-11-22,2219,97,False
522,57,2026-03-05,4161,135,False
523,493,2025-11-24,5039,59,False
524,433,2026-01-08,1487,54,False
525,551,2025-12-21,3518,71,False
526,311,2025-04-03,4548,78,False
527,181,2025-08-04,2187,50,True
528,601,2025-07-07,2379,137,False
529,519,2025-08-13,2997,70,False
530,512,2025-05-09,3179,79,False
531,119,2026-08-04,4965,37,False
532,436,2025-03-18,330,181,False
533,743,2025-07-21,4442,28,False
534,403,2025-09-13,1158,114,False
535,715,2026-01-13,1995,187,False
536,621,2025-05-01,2385,139,False
537,308,2026-03-06,2749,195,False
538,382,2025-02-13,3998,33,False
539,246,2025-02-05,927,98,False
540,336,2025-05-06,5245,194,False
541,150,2025-05-14,4505,14,False
542,21,2026-01-11,419,198,False
543,587,2026-05-05,3047,21,False
544,215,2026-05-06,5061,134,False
545,717,2025-04-20,225,162,False
546,296,2025-10-08,1684,42,False
547,518,2025-04-16,2497,167,False
548,464,2026-01-05,5307,108,True
549,205,2025-06-02,3023,127,False
550,539,2026-01-30,269,20,False
551,356,2026-04-15,3442,13,False
552,771,2026-01-31,2763,12,False
553,305,2025-01-05,3204,68,False
554,222,2026-08-23,4205,61,False
555,18,2025-10-03,544,125,False
556,436,2026-01-05,1911,45,False
557,408,2026-02-21,741,89,False
558,605,2025-11-28,5259,191,False
559,141,2026-08-04,5003,193,False
560,249,2026-06-11,4995,149,False
561,191,2026-02-03,1435,114,False
562,439,2026-01-12,1808,143,False
563,220,2025-08-01,2531,145,False
564,335,2025-10-06,51,152,False
565,743,2025-01-04,4656,76,False
566,318,2026-03-27,971,72,False
567,779,2025-03-21,3704,114,False
568,51,2025-05-17,204,198,False
569,362,2025-12-16,749,138,False
570,20,2026-02-13,3679,116,False
571,445,2025-01-21,350,193,False
572,237,2026-04-11,787,42,True
573,149,2025-03-26,1131,155,False
574,730,2026-01-23,2606,135,False
575,527,2026-04-18,1190,52,False
576,155,2025-04-24,1036,110,False
577,568,2025-08-31,1041,106,False
578,51,2025-11-09,4685,122,False
579,413,2025-12-01,4406,189,False
580,497,2026-05-07,1611,54,False
581,111,2026-08-03,3500,82,False
582,767,2025-09-02,3777,117,False
583,70,2025-12-28,1357,18,False
584,46,2026-07-18,3176,15,False
585,398,2026-01-03,348,83,False
586,597,2025-01-30,2046,163,False
587,437,2025-07-07,3247,73,False
588,87,2026-02-08,4110,121,False
589,72,2026-08-22,2028,152,False
590,109,2025-05-22,644,132,False
591,787,2025-05-11,3838,118,False
592,749,2026-01-29,3847,115,False
593,65,2025-03-12,575,106,False
594,561,2026-07-31,993,197,False
595,654,2026-07-07,1520,80,False
596,448,2025-12-16,469,17,False
597,126,2025-07-25,4243,175,False
598,132,2025-09-23,5227,94,False
599,555,2025-12-02,4553,196,False
600,448,2026-06-06,953,134,False
601,140,2026-03-15,1478,116,True
602,50,2025-10-09,1451,120,False
603,347,2026-01-22,2506,72,False
604,316,2025-12-09,84,144,False
605,786,2025-03-13,1232,62,False
606,564,2025-07-06,3665,196,False
607,340,2025-05-04,3569,119,False
608,455,2025-11-30,4110,97,False
609,415,2026-08-12,2301,52,False
610,541,2026-03-11,140,159,False
611,467,2026-02-06,5287,93,False
612,93,2025-11-06,2806,100,False
613,420,2025-08-03,4925,31,False
614,607,2025-05-08,4584,148,False
615,725,2026-07-06,689,14,False
616,766,2025-01-12,4257,100,False
617,534,2026-07-07,3507,156,False
618,727,2025-05-13,4346,90,False
619,16,2026-05-03,3809,31,False
620,71,2026-06-01,396,192,False
621,155,2026-07-11,591,8,False
622,79,2026-08-06,1549,137,False
623,524,2025-11-02,1125,1,False
624,411,2025-12-08,2828,136,False
625,437,2025-01-20,5358,193,False
626,420,2026-05-19,2773,104,False
627,390,2025-12-19,1845,2,False
628,686,2025-01-29,4098,14,False
629,167,2025-07-30,2639,47,False
630,296,2026-06-03,4968,72,False
631,76,2025-08-22,2355,176,False
632,412,2025-06-24,3878,10,False
633,279,2025-06-14,467,102,False
634,163,2025-04-17,2616,148,False
635,440,2025-11-25,2341,133,False
636,758,2025-06-18,3200,159,False
637,616,2025-12-21,4150,137,False
638,97,2025-10-30,50,7,False
639,281,2026-01-31,1668,177,False
640,724,2025-12-23,2450,100,False
641,167,2025-02-05,3511,99,True
642,713,2025-01-05,640,180,False
643,717,2025-07-04,3800,154,False
644,41,2025-07-28,3958,22,False
645,791,2025-10-02,2918,60,False
646,621,2026-03-04,4225,72,False
647,399,2026-08-13,2791,190,False
648,271,2026-04-01,5398,24,False
649,370,2025-08-11,301,95,False
650,180,2025-05-23,2515,100,False
651,621,2025-08-05,3910,37,False
652,322,2025-05-30,497,107,False
653,353,2025-12-07,3616,47,False
654,740,2026-02-17,775,78,True
655,39,2025-06-09,3260,157,True
656,320,2026-01-06,4904,167,False
657,488,2025-08-13,1335,7,False
658,195,2025-10-29,1081,82,False
659,140,2025-05-25,3317,4,False
660,420,2025-11-28,1979,22,False
661,148,2025-02-25,4284,5,False
662,328,2025-10-31,746,159,True
663,68,2025-09-28,4271,106,False
664,16,2025-09-05,4427,43,False
665,589,2026-07-02,4053,95,False
666,150,2026-04-24,1647,144,False
667,23,2025-12-14,3922,56,False
668,14,2026-06-24,2029,87,False
669,454,2026-02-04,2327,29,False
670,418,2026-01-24,4016,44,False
671,466,2025-10-19,5004,44,False
672,514,2025-06-13,3238,20,False
673,524,2025-07-01,5272,162,False
674,575,2026-08-15,3227,165,False
675,683,2026-02-16,4519,105,False
676,167,2025-02-23,301,44,False
677,74,2025-05-23,1089,10,False
678,645,2026-08-01,1202,197,False
679,55,2025-05-07,1746,88,True
680,329,2025-12-04,1509,105,False
681,492,2025-08-03,3782,100,False
682,40,2026-03-08,5372,145,False
683,780,2026-06-07,960,87,False
684,743,2025-09-15,1236,113,False
685,671,2025-01-07,5005,153,False
686,555,2025-08-05,2034,199,False
687,635,2025-01-14,3780,140,False
688,451,2025-05-16,1063,48,False
689,602,2025-08-22,4861,39,False
690,33,2025-03-10,2575,78,False
691,167,2025-01-22,4717,163,False
692,12,2025-07-09,30,176,False
693,99,2025-01-16,2952,92,False
694,452,2025-06-04,4344,39,False
695,610,2025-03-13,794,131,False
696,704,2025-11-20,4770,126,False
697,128,2026-05-01,4233,28,False
698,518,2026-06-05,2663,179,False
699,596,2026-01-13,4932,189,False
700,5,2025-02-20,4568,198,False
701,262,2025-02-14,997,107,False
702,511,2026-03-30,56,160,False
703,109,2026-03-30,1322,7,False
704,279,2025-06-12,2378,14,False
705,367,2026-08-26,3700,2,False
706,98,2026-01-25,944,113,False
707,54,2025-09-23,1626,88,False
708,650,2026-01-16,2126,137,False
709,71,2025-01-12,2851,44,False
710,462,2026-03-24,2296,61,False
711,334,2025-05-14,2335,68,False
712,580,2025-01-10,3675,135,False
713,716,2026-01-15,3610,66,False
714,133,2025-01-01,4337,182,False
715,756,2025-01-16,5148,50,False
716,93,2025-04-13,5087,129,False
717,704,2026-08-03,4635,49,False
718,412,2026-08-19,1639,99,False
719,37,2025-09-13,3663,119,False
720,423,2025-07-27,3730,152,False
721,702,2025-09-17,3675,187,False
722,466,2026-01-15,4527,60,False
723,78,2025-12-16,4216,155,True
724,596,2025-07-06,2178,133,False
725,676,2025-06-03,1219,153,True
726,531,2025-10-24,3040,101,False
727,328,2025-06-24,3208,47,False
728,542,2025-09-23,3717,122,False
729,269,2025-01-18,325,78,False
730,140,2025-04-25,454,98,False
731,685,2026-08-12,3939,34,False
732,335,2025-08-06,3367,83,False
733,612,2025-09-21,3935,123,False
734,480,2025-04-26,2944,11,False
735,705,2026-06-15,4450,71,False
736,415,2025-06-19,1687,124,True
737,245,2025-06-28,2860,94,False
738,244,2025-09-11,5373,195,True
739,417,2026-05-06,5268,184,False
740,756,2026-04-28,468,71,False
741,152,2025-04-22,708,195,False
742,113,2025-04-30,5134,125,False
743,208,2025-06-04,3129,66,False
744,780,2025-04-29,3453,145,False
745,491,2025-10-31,99,23,False
746,626,2025-05-31,348,121,False
747,454,2025-02-14,3766,183,False
748,477,2026-04-25,1001,180,False
749,503,2025-07-27,4218,22,False
750,102,2025-05-31,4229,186,False
751,504,2025-03-29,5163,77,False
752,452,2026-05-13,1082,174,False
753,660,2026-01-01,2063,107,False
754,71,2025-07-15,281,84,False
755,407,2026-05-18,2911,92,False
756,746,2025-07-03,2968,28,False
757,654,2025-06-01,574,141,False
758,229,2025-08-18,5392,80,False
759,583,2025-01-24,3141,61,False
760,320,2025-09-30,2066,105,False
761,635,2026-04-01,4297,64,False
762,510,2025-09-12,2403,9,False
763,386,2025-12-19,3925,155,False
764,15,2025-08-28,4186,167,True
765,609,2026-05-15,4446,172,False
766,434,2026-08-29,3245,177,False
767,427,2025-11-26,1619,12,False
768,572,2026-02-25,1481,126,False
769,730,2026-01-05,5331,40,False
770,166,2026-06-20,2970,116,False
771,721,2026-07-04,3008,192,False
772,124,2026-06-27,2501,78,False
773,514,2025-02-12,3072,101,False
774,391,2025-09-17,117,195,False
775,606,2025-11-01,3309,127,True
776,430,2026-04-16,607,87,False
777,467,2025-12-09,3002,193,False
778,352,2025-10-13,3278,42,False
779,528,2025-11-20,5108,90,False
780,237,2025-12-27,829,192,False
781,233,2026-01-02,4740,140,False
782,328,2026-03-22,4159,167,False
