id,order_id,product_id,quantity,unit_price,discount_pct,created_at
91,51,61,1,235.72,0.0,2025-01-18 15:23:00
92,52,89,1,95.93,5.0,2024-04-18 07:11:00
93,53,50,2,312.61,10.0,2025-01-05 22:41:00
94,54,33,1,225.03,0.0,2024-09-30 03:35:00
95,54,72,1,195.51,10.0,2024-09-30 03:35:00
96,55,31,1,116.15,0.0,2024-09-10 06:10:00
97,56,78,3,135.97,0.0,2025-03-04 17:58:00
98,57,77,2,192.03,0.0,2025-06-20 11:59:00
99,57,104,1,266.36,0.0,2025-06-20 11:59:00
100,57,33,1,225.03,10.0,2025-06-20 11:59:00
101,57,49,1,110.02,0.0,2025-06-20 11:59:00
102,58,48,1,281.38,0.0,2025-04-09 12:43:00
103,59,6,1,94.63,0.0,2025-01-15 18:27:00
104,59,34,1,267.4,5.0,2025-01-15 18:27:00
105,59,64,3,200.13,10.0,2025-01-15 18:27:00
106,60,17,1,283.54,0.0,2025-06-12 12:43:00
107,60,91,1,151.51,0.0,2025-06-12 12:43:00
108,60,19,1,229.65,0.0,2025-06-12 12:43:00
109,61,17,1,283.54,0.0,2025-01-31 13:57:00
110,62,36,2,70.95,15.0,2025-02-03 02:59:00
111,62,119,1,272.68,0.0,2025-02-03 02:59:00
112,62,116,2,61.84,0.0,2025-02-03 02:59:00
113,62,79,2,210.67,0.0,2025-02-03 02:59:00
114,63,67,1,237.12,0.0,2025-05-16 17:58:00
115,63,115,1,388.87,15.0,2025-05-16 17:58:00
116,63,95,3,208.45,0.0,2025-05-16 17:58:00
117,64,20,1,50.24,0.0,2025-04-02 00:07:00
118,64,119,1,272.68,0.0,2025-04-02 00:07:00
119,65,7,1,269.58,15.0,2024-11-05 18:57:00
120,65,7,1,269.58,15.0,2024-11-05 18:57:00
121,66,34,1,267.4,0.0,2024-10-25 20:27:00
122,67,15,3,7.91,0.0,2024-05-27 09:04:00
123,68,6,1,94.63,0.0,2025-04-29 05:33:00
124,68,91,1,151.51,0.0,2025-04-29 05:33:00
125,68,59,1,289.19,0.0,2025-04-29 05:33:00
126,69,111,1,75.81,5.0,2024-06-11 22:26:00
127,69,45,1,147.92,10.0,2024-06-11 22:26:00
128,69,112,1,350.45,0.0,2024-06-11 22:26:00
129,70,96,1,374.74,0.0,2025-05-16 01:22:00
130,70,35,1,165.52,0.0,2025-05-16 01:22:00
131,70,85,1,116.09,0.0,2025-05-16 01:22:00
132,71,1,1,299.18,0.0,2024-08-13 02:55:00
133,71,74,1,197.23,0.0,2024-08-13 02:55:00
134,72,32,2,266.46,15.0,2025-02-15 15:46:00
135,72,87,1,308.62,0.0,2025-02-15 15:46:00
136,72,43,1,155.5,10.0,2025-02-15 15:46:00
137,73,88,1,366.82,0.0,2025-03-27 17:23:00
138,73,48,1,281.38,0.0,2025-03-27 17:23:00
139,74,108,1,100.18,0.0,2025-05-03 21:14:00
140,74,4,1,79.84,10.0,2025-05-03 21:14:00
141,74,107,2,108.67,0.0,2025-05-03 21:14:00
142,74,62,1,38.36,0.0,2025-05-03 21:14:00
143,75,77,1,192.03,0.0,2024-05-22 20:26:00
144,75,43,3,155.5,0.0,2024-05-22 20:26:00
145,75,84,1,270.53,0.0,2024-05-22 20:26:00
146,75,58,1,304.62,0.0,2024-05-22 20:26:00
147,76,94,3,119.91,0.0,2024-01-03 06:40:00
148,76,103,1,129.79,5.0,2024-01-03 06:40:00
149,77,7,2,269.58,0.0,2025-04-08 09:41:00
150,78,103,1,129.79,0.0,2025-06-30 06:14:00
151,79,78,1,135.97,0.0,2024-11-15 08:46:00
152,80,23,1,307.17,0.0,2025-06-04 17:35:00
153,81,52,1,112.54,10.0,2024-03-10 06:32:00
154,81,110,1,65.55,0.0,2024-03-10 06:32:00
155,82,52,1,112.54,0.0,2025-06-24 16:05:00
156,83,84,1,270.53,10.0,2024-10-01 17:25:00
157,83,39,1,187.44,0.0,2024-10-01 17:25:00
158,84,104,3,266.36,0.0,2025-05-07 15:17:00
159,85,78,1,135.97,0.0,2024-11-21 03:07:00
160,85,86,1,292.16,0.0,2024-11-21 03:07:00
161,85,48,1,281.38,0.0,2024-11-21 03:07:00
162,86,114,1,312.07,0.0,2024-12-16 20:42:00
163,87,77,1,192.03,0.0,2024-02-06 09:29:00
164,88,104,1,266.36,0.0,2025-07-12 08:08:00
165,88,24,1,223.66,10.0,2025-07-12 08:08:00
166,89,6,1,94.63,0.0,2024-02-20 01:21:00
167,90,87,1,308.62,0.0,2024-05-03 07:27:00
168,90,88,2,366.82,0.0,2024-05-03 07:27:00
169,90,120,1,205.0,0.0,2024-05-03 07:27:00
170,90,81,1,331.39,0.0,2024-05-03 07:27:00
171,91,60,1,252.79,0.0,2025-06-21 08:26:00
172,92,62,1,38.36,10.0,2024-09-13 23:45:00
173,92,17,1,283.54,5.0,2024-09-13 23:45:00
174,92,39,2,187.44,5.0,2024-09-13 23:45:00
175,93,38,1,290.33,0.0,2025-08-21 06:20:00
176,93,71,1,14.01,0.0,2025-08-21 06:20:00
177,94,14,1,83.96,0.0,2025-07-01 13:19:00
178,95,60,1,252.79,0.0,2024-07-05 12:59:00
179,96,33,1,225.03,5.0,2025-03-28 14:39:00
180,96,75,1,198.83,0.0,2025-03-28 14:39:00
181,97,15,2,7.91,0.0,2025-06-05 05:17:00
182,97,60,1,252.79,0.0,2025-06-05 05:17:00
183,98,51,1,288.17,0.0,2024-07-15 08:52:00
184,99,91,1,151.51,0.0,2024-02-06 13:15:00
185,100,59,2,289.19,0.0,2025-04-28 15:26:00
186,100,58,1,304.62,0.0,2025-04-28 15:26:00
187,101,118,2,57.07,0.0,2025-08-02 23:35:00
188,102,24,1,223.66,0.0,2025-02-15 16:54:00
189,103,34,2,267.4,5.0,2024-10-13 04:10:00
190,103,14,1,83.96,0.0,2024-10-13 04:10:00
191,103,3,1,151.33,0.0,2024-10-13 04:10:00
192,103,15,1,7.91,0.0,2024-10-13 04:10:00
193,104,59,1,289.19,0.0,2024-12-08 10:39:00
194,104,112,1,350.45,10.0,2024-12-08 10:39:00
195,105,93,1,130.27,0.0,2025-04-20 12:56:00
196,105,80,2,13.54,15.0,2025-04-20 12:56:00
197,106,89,1,95.93,10.0,2024-09-21 22:57:00
198,106,89,1,95.93,0.0,2024-09-21 22:57:00
199,107,12,1,118.89,0.0,2024-06-28 00:03:00
200,107,2,1,133.7,0.0,2024-06-28 00:03:00
201,107,105,1,152.59,0.0,2024-06-28 00:03:00
202,108,110,1,65.55,0.0,2024-05-30 23:27:00
203,108,62,1,38.36,0.0,2024-05-30 23:27:00
204,108,84,1,270.53,0.0,2024-05-30 23:27:00
205,108,108,1,100.18,0.0,2024-05-30 23:27:00
206,109,25,1,225.89,0.0,2025-04-26 07:02:00
207,109,99,1,396.99,0.0,2025-04-26 07:02:00
208,110,3,1,151.33,15.0,2024-02-01 15:23:00
209,111,95,2,208.45,0.0,2025-07-01 16:26:00
210,111,63,1,169.24,0.0,2025-07-01 16:26:00
211,111,111,1,75.81,15.0,2025-07-01 16:26:00
212,112,38,1,290.33,0.0,2024-05-06 11:23:00
213,113,7,1,269.58,0.0,2024-04-02 00:17:00
214,113,14,1,83.96,0.0,2024-04-02 00:17:00
215,113,92,1,324.26,0.0,2024-04-02 00:17:00
216,114,64,2,200.13,10.0,2024-03-09 03:00:00
217,115,71,3,14.01,0.0,2024-06-16 11:01:00
218,115,5,1,56.32,0.0,2024-06-16 11:01:00
219,116,76,2,230.83,0.0,2024-07-22 13:46:00
220,117,116,2,61.84,0.0,2024-11-19 06:13:00
221,117,63,1,169.24,0.0,2024-11-19 06:13:00
222,117,8,1,333.91,5.0,2024-11-19 06:13:00
223,118,41,1,65.16,0.0,2024-07-15 21:28:00
224,119,83,1,223.84,0.0,2024-07-22 05:44:00
225,120,64,1,200.13,0.0,2024-07-20 11:02:00
226,121,58,1,304.62,10.0,2025-06-11 17:11:00
227,121,3,1,151.33,0.0,2025-06-11 17:11:00
228,122,61,1,235.72,0.0,2024-04-01 07:08:00
229,122,30,1,28.03,0.0,2024-04-01 07:08:00
230,123,88,1,366.82,5.0,2024-02-24 00:55:00
231,123,78,2,135.97,0.0,2024-02-24 00:55:00
232,124,60,1,252.79,10.0,2024-04-24 03:06:00
233,124,38,2,290.33,0.0,2024-04-24 03:06:00
234,125,54,2,185.03,10.0,2024-10-17 05:05:00
235,126,95,1,208.45,10.0,2024-12-13 16:50:00
236,126,61,2,235.72,0.0,2024-12-13 16:50:00
237,127,80,1,13.54,0.0,2024-06-20 20:31:00
238,127,89,2,95.93,0.0,2024-06-20 20:31:00
239,127,86,1,292.16,0.0,2024-06-20 20:31:00
240,128,21,1,269.02,0.0,2025-01-12 21:46:00
241,129,54,3,185.03,0.0,2024-06-26 06:14:00
242,130,31,1,116.15,15.0,2025-07-14 23:36:00
243,131,3,1,151.33,0.0,2024-02-18 08:44:00
244,132,87,1,308.62,0.0,2025-05-11 13:47:00
245,133,115,1,388.87,0.0,2024-06-29 05:30:00
246,133,104,1,266.36,0.0,2024-06-29 05:30:00
247,133,56,1,233.79,0.0,2024-06-29 05:30:00
248,134,72,1,195.51,0.0,2024-09-09 19:04:00
249,135,44,2,253.96,0.0,2025-03-24 08:23:00
250,136,99,2,396.99,15.0,2024-01-12 15:43:00
251,136,35,2,165.52,0.0,2024-01-12 15:43:00
252,137,112,1,350.45,15.0,2024-07-02 17:49:00
253,137,86,1,292.16,0.0,2024-07-02 17:49:00
254,137,7,3,269.58,0.0,2024-07-02 17:49:00
255,138,59,3,289.19,0.0,2024-07-12 03:35:00
256,139,14,2,83.96,0.0,2025-04-18 03:40:00
257,139,79,2,210.67,10.0,2025-04-18 03:40:00
258,140,106,1,299.98,0.0,2025-02-26 19:30:00
259,140,65,1,135.3,0.0,2025-02-26 19:30:00
260,140,81,1,331.39,5.0,2025-02-26 19:30:00
261,141,47,1,384.95,0.0,2024-06-10 00:55:00
262,142,57,2,74.83,5.0,2024-01-11 13:35:00
263,143,112,1,350.45,0.0,2024-12-15 21:05:00
264,144,43,2,155.5,10.0,2025-06-21 03:37:00
265,144,16,2,267.62,0.0,2025-06-21 03:37:00
266,145,54,2,185.03,0.0,2025-03-16 01:26:00
267,146,107,2,108.67,0.0,2024-12-28 08:39:00
268,147,65,1,135.3,0.0,2024-04-25 00:03:00
269,148,92,2,324.26,10.0,2024-12-29 20:52:00
270,149,86,1,292.16,0.0,2025-01-13 14:11:00
271,150,68,1,370.42,0.0,2024-12-03 18:40:00
272,150,30,1,28.03,0.0,2024-12-03 18:40:00
273,151,118,1,57.07,10.0,2025-04-10 13:16:00
274,152,110,1,65.55,0.0,2025-04-07 03:25:00
275,153,4,1,79.84,10.0,2025-07-28 00:02:00
276,153,99,1,396.99,0.0,2025-07-28 00:02:00
277,154,9,1,281.6,10.0,2025-04-30 10:24:00
278,154,41,1,65.16,0.0,2025-04-30 10:24:00
279,154,99,1,396.99,0.0,2025-04-30 10:24:00
280,155,98,1,176.86,0.0,2025-04-16 21:39:00
281,156,20,3,50.24,0.0,2024-08-28 11:08:00
282,156,8,3,333.91,15.0,2024-08-28 11:08:00
283,156,92,2,324.26,15.0,2024-08-28 11:08:00
284,157,38,1,290.33,0.0,2024-06-10 04:40:00
285,157,114,1,312.07,10.0,2024-06-10 04:40:00
286,157,71,2,14.01,0.0,2024-06-10 04:40:00
287,158,41,3,65.16,0.0,2024-05-01 23:54:00
288,158,2,2,133.7,0.0,2024-05-01 23:54:00
289,159,79,3,210.67,0.0,2024-07-28 11:52:00
290,159,90,1,224.17,0.0,2024-07-28 11:52:00
291,159,83,1,223.84,0.0,2024-07-28 11:52:00
292,160,101,1,356.86,0.0,2025-03-23 15:22:00
293,160,57,1,74.83,0.0,2025-03-23 15:22:00
294,161,101,1,356.86,5.0,2024-02-24 17:39:00
295,161,100,1,300.7,0.0,2024-02-24 17:39:00
296,161,39,1,187.44,0.0,2024-02-24 17:39:00
297,162,50,2,312.61,5.0,2025-03-21 22:34:00
298,162,95,2,208.45,0.0,2025-03-21 22:34:00
299,163,70,1,238.41,5.0,2025-04-19 21:41:00
300,163,12,1,118.89,0.0,2025-04-19 21:41:00
301,164,44,2,253.96,0.0,2025-06-11 12:05:00
302,165,4,2,79.84,0.0,2024-09-19 17:27:00
303,166,34,1,267.4,5.0,2024-01-15 23:22:00
304,166,100,1,300.7,10.0,2024-01-15 23:22:00
305,167,65,1,135.3,0.0,2025-07-22 21:37:00
306,168,48,1,281.38,15.0,2024-08-28 08:36:00
307,169,16,1,267.62,10.0,2024-08-22 09:00:00
308,169,84,3,270.53,0.0,2024-08-22 09:00:00
309,170,74,2,197.23,0.0,2025-01-02 12:28:00
310,171,31,2,116.15,0.0,2024-07-25 09:21:00
311,172,73,2,314.18,0.0,2024-08-28 07:09:00
312,172,81,1,331.39,0.0,2024-08-28 07:09:00
313,172,109,1,53.49,15.0,2024-08-28 07:09:00
314,172,45,1,147.92,0.0,2024-08-28 07:09:00
315,173,105,2,152.59,0.0,2024-01-29 08:01:00
316,173,87,1,308.62,0.0,2024-01-29 08:01:00
317,174,95,1,208.45,0.0,2025-08-05 04:05:00
318,175,75,1,198.83,0.0,2024-12-22 21:20:00
319,176,59,1,289.19,10.0,2024-06-18 23:11:00
320,176,92,1,324.26,0.0,2024-06-18 23:11:00
321,177,12,1,118.89,0.0,2024-02-04 11:27:00
322,178,61,1,235.72,0.0,2024-06-07 00:28:00
323,178,10,1,333.74,0.0,2024-06-07 00:28:00
324,178,68,1,370.42,0.0,2024-06-07 00:28:00
325,179,100,1,300.7,0.0,2024-05-29 15:40:00
326,179,34,1,267.4,0.0,2024-05-29 15:40:00
327,180,57,1,74.83,0.0,2024-10-29 05:15:00
328,180,63,2,169.24,10.0,2024-10-29 05:15:00
329,181,21,1,269.02,0.0,2024-07-09 18:18:00
330,182,92,1,324.26,0.0,2025-06-18 02:59:00
331,183,66,2,45.84,0.0,2024-08-04 22:35:00
332,183,16,1,267.62,10.0,2024-08-04 22:35:00
333,183,59,1,289.19,0.0,2024-08-04 22:35:00
334,183,96,1,374.74,0.0,2024-08-04 22:35:00
335,184,118,3,57.07,0.0,2024-02-13 22:18:00
336,184,78,2,135.97,0.0,2024-02-13 22:18:00
337,185,48,1,281.38,0.0,2024-09-16 02:48:00
338,186,20,1,50.24,0.0,2025-05-30 09:32:00
339,187,48,1,281.38,0.0,2024-02-19 06:27:00
340,188,102,1,209.95,0.0,2024-04-07 08:35:00
341,189,54,1,185.03,0.0,2025-03-27 07:50:00
342,189,115,1,388.87,0.0,2025-03-27 07:50:00
343,190,24,2,223.66,0.0,2024-08-14 02:45:00
344,191,16,1,267.62,0.0,2024-01-27 04:36:00
345,192,6,1,94.63,5.0,2025-07-28 05:53:00
346,193,73,1,314.18,0.0,2024-08-22 06:10:00
347,193,44,2,253.96,0.0,2024-08-22 06:10:00
348,194,93,2,130.27,0.0,2025-05-31 15:24:00
349,195,18,1,186.27,0.0,2024-04-22 05:52:00
350,196,58,1,304.62,15.0,2025-03-09 13:52:00
351,197,94,1,119.91,10.0,2024-11-22 12:43:00
352,198,86,1,292.16,0.0,2024-05-31 07:09:00
353,198,50,1,312.61,0.0,2024-05-31 07:09:00
354,199,70,1,238.41,0.0,2024-02-15 21:00:00
355,200,57,2,74.83,0.0,2025-04-19 06:29:00
356,200,83,1,223.84,0.0,2025-04-19 06:29:00
357,201,4,1,79.84,10.0,2024-08-27 12:49:00
358,202,91,1,151.51,10.0,2024-09-22 08:07:00
359,202,83,1,223.84,0.0,2024-09-22 08:07:00
360,203,25,3,225.89,0.0,2024-02-24 11:50:00
361,203,70,1,238.41,0.0,2024-02-24 11:50:00
362,204,73,1,314.18,0.0,2025-08-04 08:33:00
363,205,65,2,135.3,0.0,2024-04-10 06:52:00
364,205,16,1,267.62,10.0,2024-04-10 06:52:00
365,206,3,1,151.33,10.0,2024-01-19 03:55:00
366,206,27,1,177.5,0.0,2024-01-19 03:55:00
367,207,114,1,312.07,0.0,2025-07-12 14:04:00
368,207,11,2,322.88,0.0,2025-07-12 14:04:00
369,208,52,1,112.54,5.0,2024-10-10 12:31:00
370,208,63,2,169.24,0.0,2024-10-10 12:31:00
371,209,56,1,233.79,0.0,2025-05-27 23:08:00
372,210,68,1,370.42,0.0,2025-05-14 08:28:00
373,211,15,3,7.91,0.0,2025-05-20 22:40:00
374,212,37,1,13.97,0.0,2024-07-27 22:20:00
375,212,33,2,225.03,0.0,2024-07-27 22:20:00
376,213,53,1,43.07,0.0,2025-02-05 14:03:00
377,214,42,1,181.23,5.0,2025-04-03 19:12:00
378,215,39,1,187.44,0.0,2024-11-19 10:17:00
379,215,41,1,65.16,0.0,2024-11-19 10:17:00
380,216,34,1,267.4,0.0,2025-01-24 13:59:00
381,216,106,2,299.98,0.0,2025-01-24 13:59:00
382,216,7,1,269.58,0.0,2025-01-24 13:59:00
383,217,76,1,230.83,0.0,2025-06-19 01:23:00
384,217,66,2,45.84,0.0,2025-06-19 01:23:00
385,218,15,1,7.91,5.0,2024-10-06 10:09:00
386,219,71,1,14.01,0.0,2024-10-30 09:09:00
387,220,53,1,43.07,0.0,2025-07-16 09:43:00
388,221,3,1,151.33,0.0,2024-07-03 15:39:00
389,221,76,1,230.83,0.0,2024-07-03 15:39:00
390,221,32,2,266.46,0.0,2024-07-03 15:39:00
391,222,17,1,283.54,10.0,2024-12-31 14:57:00
392,222,53,1,43.07,10.0,2024-12-31 14:57:00
393,223,65,1,135.3,5.0,2024-12-05 04:05:00
394,223,19,1,229.65,0.0,2024-12-05 04:05:00
395,223,22,2,228.27,0.0,2024-12-05 04:05:00
396,224,55,3,84.93,5.0,2025-02-17 14:02:00
397,224,72,1,195.51,0.0,2025-02-17 14:02:00
398,225,60,3,252.79,0.0,2024-06-25 21:44:00
399,226,84,3,270.53,10.0,2025-04-02 10:31:00
400,226,1,1,299.18,0.0,2025-04-02 10:31:00
401,227,35,1,165.52,0.0,2024-04-15 07:21:00
402,227,108,1,100.18,10.0,2024-04-15 07:21:00
403,227,45,2,147.92,0.0,2024-04-15 07:21:00
404,228,108,1,100.18,0.0,2025-07-31 17:44:00
405,229,95,1,208.45,0.0,2025-06-29 13:08:00
406,230,12,1,118.89,15.0,2025-03-15 17:54:00
407,231,18,2,186.27,0.0,2024-04-25 15:24:00
408,232,113,1,82.59,5.0,2024-07-27 11:26:00
409,232,79,1,210.67,0.0,2024-07-27 11:26:00
410,232,103,1,129.79,0.0,2024-07-27 11:26:00
411,232,88,3,366.82,0.0,2024-07-27 11:26:00
412,233,97,2,70.02,0.0,2025-05-19 02:19:00
413,233,35,1,165.52,0.0,2025-05-19 02:19:00
414,234,44,1,253.96,0.0,2025-02-11 17:39:00
415,234,77,1,192.03,0.0,2025-02-11 17:39:00
416,234,117,1,10.5,0.0,2025-02-11 17:39:00
417,234,83,3,223.84,0.0,2025-02-11 17:39:00
418,235,1,3,299.18,5.0,2025-06-25 07:48:00
419,235,87,1,308.62,0.0,2025-06-25 07:48:00
420,236,90,2,224.17,0.0,2024-04-30 22:51:00
421,236,98,1,176.86,0.0,2024-04-30 22:51:00
422,237,113,1,82.59,0.0,2025-07-11 16:10:00
423,238,4,2,79.84,0.0,2024-03-19 18:08:00
424,239,57,1,74.83,0.0,2024-06-20 16:54:00
425,239,46,3,51.61,0.0,2024-06-20 16:54:00
426,239,49,2,110.02,0.0,2024-06-20 16:54:00
427,240,23,2,307.17,15.0,2025-07-09 23:32:00
428,241,2,1,133.7,0.0,2025-04-14 22:34:00
429,241,48,3,281.38,0.0,2025-04-14 22:34:00
430,241,57,1,74.83,0.0,2025-04-14 22:34:00
431,242,98,1,176.86,0.0,2025-01-07 07:37:00
432,242,118,2,57.07,0.0,2025-01-07 07:37:00
433,243,105,1,152.59,0.0,2025-03-13 23:31:00
434,244,92,1,324.26,0.0,2024-08-31 13:01:00
435,245,47,1,384.95,0.0,2025-03-03 21:57:00
436,245,64,3,200.13,0.0,2025-03-03 21:57:00
437,245,91,1,151.51,0.0,2025-03-03 21:57:00
438,245,1,1,299.18,5.0,2025-03-03 21:57:00
439,246,51,1,288.17,15.0,2025-01-07 04:56:00
440,246,36,1,70.95,5.0,2025-01-07 04:56:00
441,246,64,1,200.13,0.0,2025-01-07 04:56:00
442,247,95,1,208.45,0.0,2024-07-19 07:51:00
443,248,73,1,314.18,0.0,2024-11-28 10:37:00
444,248,76,1,230.83,5.0,2024-11-28 10:37:00
445,249,34,3,267.4,10.0,2025-05-08 05:24:00
446,250,113,1,82.59,5.0,2025-07-10 07:50:00
447,250,101,1,356.86,0.0,2025-07-10 07:50:00
448,250,109,1,53.49,0.0,2025-07-10 07:50:00
449,251,89,1,95.93,10.0,2024-01-13 17:59:00
450,251,79,1,210.67,0.0,2024-01-13 17:59:00
451,251,72,2,195.51,0.0,2024-01-13 17:59:00
452,251,1,3,299.18,0.0,2024-01-13 17:59:00
453,252,84,1,270.53,0.0,2025-04-11 02:28:00
454,252,42,1,181.23,0.0,2025-04-11 02:28:00
455,253,36,1,70.95,0.0,2025-03-02 05:36:00
456,253,67,1,237.12,5.0,2025-03-02 05:36:00
457,253,47,1,384.95,10.0,2025-03-02 05:36:00
458,253,6,2,94.63,10.0,2025-03-02 05:36:00
459,254,36,3,70.95,0.0,2025-01-28 07:15:00
460,255,41,1,65.16,0.0,2024-08-09 09:17:00
461,255,25,1,225.89,0.0,2024-08-09 09:17:00
462,256,104,1,266.36,5.0,2024-05-13 06:51:00
463,256,95,1,208.45,0.0,2024-05-13 06:51:00
464,256,89,1,95.93,15.0,2024-05-13 06:51:00
465,257,32,1,266.46,0.0,2024-08-11 00:02:00
466,258,9,1,281.6,0.0,2024-07-24 03:50:00
467,259,62,1,38.36,5.0,2025-03-02 18:36:00
468,260,103,1,129.79,0.0,2024-03-11 10:59:00
469,261,33,1,225.03,15.0,2025-07-30 03:01:00
470,262,44,2,253.96,0.0,2024-09-14 21:55:00
471,263,67,2,237.12,0.0,2025-01-20 01:56:00
472,263,10,2,333.74,0.0,2025-01-20 01:56:00
473,263,80,1,13.54,10.0,2025-01-20 01:56:00
474,264,58,1,304.62,0.0,2024-03-25 05:16:00
475,265,8,3,333.91,5.0,2024-05-16 15:27:00
476,266,114,2,312.07,5.0,2024-03-09 13:10:00
477,267,17,1,283.54,0.0,2024-11-04 13:14:00
478,268,8,1,333.91,5.0,2024-11-01 19:39:00
479,268,81,1,331.39,10.0,2024-11-01 19:39:00
480,268,14,1,83.96,0.0,2024-11-01 19:39:00
