id,customer_id,status,shipping_cost,created_at
102,335,processing,9.99,2025-02-15 16:54:00
103,61,completed,0.0,2024-10-13 04:10:00
104,276,cancelled,14.99,2024-12-08 10:39:00
105,271,completed,0.0,2025-04-20 12:56:00
106,373,completed,0.0,2024-09-21 22:57:00
107,428,completed,0.0,2024-06-28 00:03:00
108,388,completed,4.99,2024-05-30 23:27:00
109,153,returned,0.0,2025-04-26 07:02:00
110,345,cancelled,0.0,2024-02-01 15:23:00
111,273,cancelled,4.99,2025-07-01 16:26:00
112,422,completed,4.99,2024-05-06 11:23:00
113,127,returned,9.99,2024-04-02 00:17:00
114,178,completed,4.99,2024-03-09 03:00:00
115,142,completed,4.99,2024-06-16 11:01:00
116,480,completed,9.99,2024-07-22 13:46:00
117,17,cancelled,0.0,2024-11-19 06:13:00
118,315,completed,4.99,2024-07-15 21:28:00
119,124,completed,14.99,2024-07-22 05:44:00
120,35,completed,4.99,2024-07-20 11:02:00
121,305,completed,0.0,2025-06-11 17:11:00
122,229,completed,14.99,2024-04-01 07:08:00
123,126,completed,0.0,2024-02-24 00:55:00
124,206,returned,4.99,2024-04-24 03:06:00
125,120,completed,4.99,2024-10-17 05:05:00
126,387,completed,0.0,2024-12-13 16:50:00
127,72,shipped,0.0,2024-06-20 20:31:00
128,120,processing,9.99,2025-01-12 21:46:00
129,296,processing,4.99,2024-06-26 06:14:00
130,122,shipped,14.99,2025-07-14 23:36:00
131,449,completed,4.99,2024-02-18 08:44:00
132,339,completed,4.99,2025-05-11 13:47:00
133,212,shipped,4.99,2024-06-29 05:30:00
134,141,completed,0.0,2024-09-09 19:04:00
135,286,completed,0.0,2025-03-24 08:23:00
136,321,cancelled,9.99,2024-01-12 15:43:00
137,285,returned,9.99,2024-07-02 17:49:00
138,25,processing,0.0,2024-07-12 03:35:00
139,483,cancelled,0.0,2025-04-18 03:40:00
140,403,processing,14.99,2025-02-26 19:30:00
141,357,cancelled,14.99,2024-06-10 00:55:00
142,210,completed,0.0,2024-01-11 13:35:00
143,154,cancelled,4.99,2024-12-15 21:05:00
144,95,returned,0.0,2025-06-21 03:37:00
145,124,completed,0.0,2025-03-16 01:26:00
146,154,completed,9.99,2024-12-28 08:39:00
147,413,returned,0.0,2024-04-25 00:03:00
148,469,completed,0.0,2024-12-29 20:52:00
149,288,cancelled,4.99,2025-01-13 14:11:00
150,496,cancelled,9.99,2024-12-03 18:40:00
151,286,completed,14.99,2025-04-10 13:16:00
152,199,completed,4.99,2025-04-07 03:25:00
153,131,completed,4.99,2025-07-28 00:02:00
154,170,completed,0.0,2025-04-30 10:24:00
155,473,returned,4.99,2025-04-16 21:39:00
156,434,processing,14.99,2024-08-28 11:08:00
157,48,completed,9.99,2024-06-10 04:40:00
158,27,shipped,0.0,2024-05-01 23:54:00
159,194,completed,9.99,2024-07-28 11:52:00
160,448,completed,4.99,2025-03-23 15:22:00
161,97,completed,9.99,2024-02-24 17:39:00
162,246,completed,0.0,2025-03-21 22:34:00
163,446,processing,9.99,2025-04-19 21:41:00
164,156,completed,0.0,2025-06-11 12:05:00
165,109,completed,14.99,2024-09-19 17:27:00
166,493,completed,9.99,2024-01-15 23:22:00
167,383,returned,4.99,2025-07-22 21:37:00
168,469,completed,4.99,2024-08-28 08:36:00
169,357,completed,14.99,2024-08-22 09:00:00
170,204,completed,0.0,2025-01-02 12:28:00
171,283,processing,0.0,2024-07-25 09:21:00
172,398,shipped,4.99,2024-08-28 07:09:00
173,195,returned,0.0,2024-01-29 08:01:00
174,274,processing,9.99,2025-08-05 04:05:00
175,158,shipped,0.0,2024-12-22 21:20:00
176,185,returned,4.99,2024-06-18 23:11:00
177,239,completed,0.0,2024-02-04 11:27:00
178,412,returned,14.99,2024-06-07 00:28:00
179,390,processing,0.0,2024-05-29 15:40:00
180,469,completed,0.0,2024-10-29 05:15:00
181,190,processing,14.99,2024-07-09 18:18:00
182,212,completed,14.99,2025-06-18 02:59:00
183,289,completed,0.0,2024-08-04 22:35:00
184,380,completed,4.99,2024-02-13 22:18:00
185,9,shipped,4.99,2024-09-16 02:48:00
186,284,cancelled,0.0,2025-05-30 09:32:00
187,152,completed,9.99,2024-02-19 06:27:00
188,101,processing,9.99,2024-04-07 08:35:00
189,118,cancelled,4.99,2025-03-27 07:50:00
190,292,completed,9.99,2024-08-14 02:45:00
191,256,processing,0.0,2024-01-27 04:36:00
192,132,returned,0.0,2025-07-28 05:53:00
193,495,returned,0.0,2024-08-22 06:10:00
194,236,completed,4.99,2025-05-31 15:24:00
195,376,processing,9.99,2024-04-22 05:52:00
196,87,completed,4.99,2025-03-09 13:52:00
197,369,returned,0.0,2024-11-22 12:43:00
198,95,completed,14.99,2024-05-31 07:09:00
199,269,completed,4.99,2024-02-15 21:00:00
200,430,completed,4.99,2025-04-19 06:29:00
201,484,completed,0.0,2024-08-27 12:49:00
202,392,completed,14.99,2024-09-22 08:07:00
203,212,completed,0.0,2024-02-24 11:50:00
204,432,completed,0.0,2025-08-04 08:33:00
205,35,completed,0.0,2024-04-10 06:52:00
206,5,completed,4.99,2024-01-19 03:55:00
207,259,returned,4.99,2025-07-12 14:04:00
208,192,completed,0.0,2024-10-10 12:31:00
209,317,returned,9.99,2025-05-27 23:08:00
210,338,returned,0.0,2025-05-14 08:28:00
211,9,completed,0.0,2025-05-20 22:40:00
212,273,cancelled,9.99,2024-07-27 22:20:00
213,7,completed,9.99,2025-02-05 14:03:00
214,272,shipped,14.99,2025-04-03 19:12:00
215,275,shipped,0.0,2024-11-19 10:17:00
216,9,cancelled,0.0,2025-01-24 13:59:00
217,413,completed,0.0,2025-06-19 01:23:00
218,55,completed,4.99,2024-10-06 10:09:00
219,269,completed,4.99,2024-10-30 09:09:00
220,124,completed,4.99,2025-07-16 09:43:00
221,318,shipped,4.99,2024-07-03 15:39:00
222,418,processing,4.99,2024-12-31 14:57:00
223,137,cancelled,9.99,2024-12-05 04:05:00
224,41,processing,4.99,2025-02-17 14:02:00
225,492,cancelled,14.99,2024-06-25 21:44:00
226,236,completed,4.99,2025-04-02 10:31:00
227,357,completed,4.99,2024-04-15 07:21:00
228,154,completed,4.99,2025-07-31 17:44:00
229,335,completed,4.99,2025-06-29 13:08:00
230,48,cancelled,4.99,2025-03-15 17:54:00
231,195,cancelled,4.99,2024-04-25 15:24:00
232,283,returned,0.0,2024-07-27 11:26:00
233,29,completed,4.99,2025-05-19 02:19:00
234,360,completed,0.0,2025-02-11 17:39:00
235,43,returned,9.99,2025-06-25 07:48:00
236,433,cancelled,0.0,2024-04-30 22:51:00
237,331,processing,0.0,2025-07-11 16:10:00
238,290,completed,0.0,2024-03-19 18:08:00
239,459,completed,0.0,2024-06-20 16:54:00
240,118,completed,9.99,2025-07-09 23:32:00
241,462,returned,0.0,2025-04-14 22:34:00
242,139,completed,4.99,2025-01-07 07:37:00
243,474,completed,4.99,2025-03-13 23:31:00
244,351,shipped,4.99,2024-08-31 13:01:00
245,461,completed,4.99,2025-03-03 21:57:00
246,92,processing,9.99,2025-01-07 04:56:00
247,9,completed,4.99,2024-07-19 07:51:00
248,301,completed,4.99,2024-11-28 10:37:00
249,386,cancelled,14.99,2025-05-08 05:24:00
250,476,completed,14.99,2025-07-10 07:50:00
251,154,completed,9.99,2024-01-13 17:59:00
252,289,completed,4.99,2025-04-11 02:28:00
253,291,cancelled,0.0,2025-03-02 05:36:00
254,347,processing,4.99,2025-01-28 07:15:00
255,197,completed,9.99,2024-08-09 09:17:00
256,405,completed,0.0,2024-05-13 06:51:00
257,257,processing,9.99,2024-08-11 00:02:00
258,28,completed,0.0,2024-07-24 03:50:00
259,224,completed,4.99,2025-03-02 18:36:00
260,430,completed,0.0,2024-03-11 10:59:00
261,175,cancelled,4.99,2025-07-30 03:01:00
262,497,processing,14.99,2024-09-14 21:55:00
263,16,shipped,9.99,2025-01-20 01:56:00
264,402,returned,9.99,2024-03-25 05:16:00
265,252,completed,9.99,2024-05-16 15:27:00
266,183,cancelled,4.99,2024-03-09 13:10:00
267,222,completed,4.99,2024-11-04 13:14:00
268,349,cancelled,14.99,2024-11-01 19:39:00
269,44,shipped,0.0,2024-01-15 23:01:00
270,409,completed,14.99,2024-11-11 16:43:00
271,366,completed,4.99,2024-07-14 07:17:00
272,43,shipped,4.99,2024-10-08 05:03:00
273,79,cancelled,9.99,2025-04-10 08:19:00
274,365,completed,4.99,2025-04-25 21:49:00
275,379,cancelled,9.99,2024-08-28 07:14:00
276,163,processing,9.99,2025-04-01 04:29:00
277,55,completed,0.0,2024-06-12 03:34:00
278,3,shipped,4.99,2025-06-20 07:09:00
279,228,processing,0.0,2024-06-20 01:30:00
280,390,shipped,9.99,2024-02-02 02:26:00
281,53,completed,9.99,2024-03-01 00:20:00
282,45,completed,0.0,2025-02-01 08:10:00
283,221,returned,4.99,2024-02-09 20:16:00
284,286,cancelled,0.0,2025-05-17 10:49:00
285,53,completed,0.0,2024-09-15 09:32:00
286,46,processing,4.99,2025-03-26 07:45:00
287,284,completed,4.99,2024-11-24 18:42:00
288,306,processing,0.0,2024-10-10 09:13:00
289,443,cancelled,0.0,2025-01-30 18:57:00
290,7,shipped,0.0,2024-03-13 08:10:00
291,212,cancelled,14.99,2024-01-27 19:03:00
292,399,completed,4.99,2024-08-31 20:08:00
293,372,completed,9.99,2024-04-19 10:55:00
294,293,completed,9.99,2024-08-27 22:58:00
295,351,cancelled,4.99,2024-10-04 04:37:00
296,87,completed,9.99,2024-05-14 22:17:00
297,138,shipped,9.99,2024-01-04 13:44:00
298,138,returned,0.0,2024-12-02 08:42:00
299,75,completed,4.99,2024-11-19 01:55:00
300,86,cancelled,4.99,2025-01-01 14:15:00
301,142,cancelled,4.99,2024-06-06 18:06:00
302,154,returned,0.0,2025-05-19 03:23:00
303,401,completed,4.99,2024-03-21 12:09:00
304,185,shipped,0.0,2024-07-10 15:40:00
305,484,completed,9.99,2024-08-09 00:00:00
306,370,returned,0.0,2024-05-09 18:38:00
307,305,completed,4.99,2025-05-27 21:05:00
308,235,completed,0.0,2024-10-13 20:56:00
309,70,shipped,0.0,2024-07-26 05:28:00
310,4,cancelled,0.0,2024-12-23 07:40:00
311,171,cancelled,4.99,2025-06-28 02:24:00
312,412,processing,0.0,2024-05-06 12:10:00
313,226,processing,4.99,2025-02-01 20:10:00
314,221,completed,4.99,2024-07-14 05:03:00
315,154,processing,0.0,2024-07-27 06:55:00
316,309,completed,14.99,2025-01-07 19:53:00
317,246,processing,0.0,2025-03-02 02:45:00
318,91,cancelled,0.0,2024-03-06 11:37:00
319,496,processing,9.99,2024-05-01 20:57:00
320,150,returned,14.99,2025-04-05 16:31:00
321,496,completed,4.99,2024-09-26 01:12:00
322,167,cancelled,4.99,2024-09-01 11:56:00
323,144,cancelled,14.99,2025-07-12 19:55:00
324,187,completed,4.99,2024-04-13 07:29:00
325,478,completed,4.99,2024-06-25 23:57:00
326,304,completed,0.0,2024-08-20 19:35:00
327,350,completed,0.0,2025-02-03 07:13:00
328,488,returned,4.99,2024-04-27 19:51:00
329,483,completed,4.99,2024-12-18 08:40:00
330,225,shipped,14.99,2024-09-06 19:37:00
331,426,completed,4.99,2025-05-04 22:43:00
332,420,cancelled,4.99,2024-08-26 06:27:00
333,345,returned,4.99,2024-08-22 11:17:00
334,72,shipped,4.99,2025-02-05 08:19:00
335,124,shipped,0.0,2024-02-13 09:31:00
336,338,completed,4.99,2024-02-27 12:43:00
337,367,cancelled,9.99,2025-06-10 05:46:00
338,405,cancelled,9.99,2024-12-09 12:15:00
339,38,returned,4.99,2025-08-15 22:10:00
340,307,returned,14.99,2024-12-30 23:03:00
341,299,cancelled,4.99,2025-05-31 09:06:00
342,274,cancelled,0.0,2025-07-17 23:00:00
343,279,completed,0.0,2025-07-24 16:54:00
344,405,processing,9.99,2024-12-09 08:44:00
345,360,completed,0.0,2024-05-26 11:12:00
346,56,completed,4.99,2024-10-11 13:47:00
347,337,processing,4.99,2025-06-21 21:59:00
348,86,completed,0.0,2024-08-15 01:16:00
349,289,cancelled,4.99,2024-09-22 18:08:00
350,496,processing,14.99,2024-10-29 05:57:00
351,495,cancelled,4.99,2025-04-28 20:51:00
352,55,completed,4.99,2024-04-24 23:52:00
353,51,shipped,4.99,2024-03-12 02:23:00
354,114,completed,14.99,2025-05-09 05:33:00
355,229,processing,4.99,2025-03-20 14:54:00
356,201,returned,0.0,2024-09-16 03:25:00
357,396,completed,0.0,2025-06-21 19:13:00
358,177,completed,9.99,2025-05-26 16:18:00
359,248,completed,4.99,2024-02-10 00:56:00
360,152,cancelled,0.0,2024-11-13 10:41:00
361,472,completed,4.99,2025-01-17 16:06:00
362,60,completed,4.99,2024-08-17 03:02:00
363,179,shipped,0.0,2025-08-09 12:55:00
364,176,returned,4.99,2024-05-10 13:11:00
365,402,completed,4.99,2024-04-23 02:30:00
366,267,returned,14.99,2025-07-31 05:48:00
367,179,returned,9.99,2024-05-29 01:34:00
368,50,returned,4.99,2025-02-01 21:38:00
369,370,returned,4.99,2024-03-22 10:21:00
370,164,completed,14.99,2024-01-22 08:59:00
371,154,completed,4.99,2025-02-07 00:12:00
372,415,completed,0.0,2025-03-06 12:54:00
373,12,processing,0.0,2024-07-08 22:45:00
374,332,completed,9.99,2025-05-25 06:03:00
375,347,completed,14.99,2025-07-25 03:43:00
376,477,completed,4.99,2024-11-22 20:34:00
377,265,completed,14.99,2025-04-28 10:59:00
378,283,completed,0.0,2024-02-08 06:18:00
379,170,cancelled,0.0,2024-11-09 06:11:00
380,491,returned,9.99,2025-08-11 16:52:00
381,119,cancelled,9.99,2024-11-25 19:07:00
382,323,completed,0.0,2025-08-18 08:56:00
383,96,cancelled,4.99,2025-07-16 19:18:00
384,203,completed,14.99,2024-11-28 23:53:00
385,378,completed,4.99,2024-09-24 16:45:00
386,231,cancelled,4.99,2024-10-21 20:23:00
387,200,completed,0.0,2024-04-28 09:06:00
388,361,completed,4.99,2024-02-24 13:46:00
389,106,shipped,0.0,2024-04-28 22:50:00
390,386,completed,0.0,2025-01-08 07:09:00
391,296,completed,4.99,2024-06-21 23:49:00
392,410,completed,14.99,2024-05-13 15:56:00
393,188,processing,0.0,2024-01-25 05:33:00
394,101,returned,0.0,2024-01-30 22:03:00
395,59,shipped,4.99,2024-03-31 13:21:00
396,344,returned,0.0,2025-07-10 15:37:00
397,271,processing,9.99,2024-11-05 19:51:00
398,306,cancelled,4.99,2025-01-11 14:56:00
399,313,cancelled,4.99,2024-03-09 02:28:00
400,301,completed,4.99,2024-05-17 14:56:00
401,179,processing,0.0,2024-07-17 18:07:00
402,433,returned,4.99,2024-11-25 14:19:00
403,317,completed,0.0,2024-04-16 16:09:00
404,417,shipped,0.0,2024-09-22 18:43:00
405,471,completed,0.0,2025-03-12 22:45:00
406,345,completed,4.99,2024-04-24 14:29:00
407,161,completed,14.99,2024-01-20 12:56:00
408,123,shipped,4.99,2024-09-23 02:29:00
409,60,completed,4.99,2025-07-16 10:58:00
410,192,completed,4.99,2024-02-10 05:13:00
411,262,cancelled,4.99,2025-01-07 01:35:00
412,215,completed,4.99,2025-08-21 11:53:00
413,295,cancelled,4.99,2025-03-13 01:48:00
414,217,completed,4.99,2025-05-16 17:46:00
415,250,completed,4.99,2024-10-05 15:11:00
416,285,completed,4.99,2025-06-06 07:20:00
417,251,shipped,4.99,2025-04-19 16:55:00
418,72,completed,9.99,2025-08-08 14:25:00
419,162,returned,4.99,2024-08-13 12:02:00
420,318,completed,9.99,2025-03-25 12:12:00
421,444,processing,4.99,2024-08-01 03:23:00
422,488,completed,9.99,2024-05-01 02:44:00
423,249,completed,14.99,2025-03-22 06:33:00
424,100,cancelled,0.0,2024-03-08 19:09:00
425,494,returned,9.99,2024-08-29 06:19:00
426,210,returned,9.99,2024-11-18 17:45:00
427,213,returned,4.99,2025-05-25 04:45:00
428,251,completed,0.0,2024-08-06 19:08:00
429,43,completed,4.99,2024-05-31 07:22:00
430,408,completed,0.0,2024-03-18 19:42:00
431,150,completed,9.99,2024-09-14 11:14:00
432,141,completed,4.99,2025-04-22 02:48:00
433,276,shipped,4.99,2024-09-25 19:16:00
434,87,returned,4.99,2024-05-26 04:10:00
435,290,returned,9.99,2024-07-28 09:43:00
436,282,completed,0.0,2024-05-26 04:18:00
437,294,completed,4.99,2024-08-10 03:00:00
438,138,processing,0.0,2024-09-24 20:22:00
439,278,completed,4.99,2024-11-24 18:03:00
440,390,returned,9.99,2025-07-21 15:38:00
441,280,completed,9.99,2025-01-15 23:28:00
442,218,completed,9.99,2025-01-09 19:54:00
443,377,completed,0.0,2024-08-06 11:45:00
444,153,completed,4.99,2024-02-19 13:28:00
445,231,shipped,4.99,2024-10-27 09:27:00
446,179,completed,0.0,2024-12-12 15:50:00
447,225,completed,9.99,2025-03-10 05:11:00
448,398,completed,9.99,2025-04-28 18:59:00
449,108,processing,4.99,2024-03-13 21:09:00
450,441,cancelled,4.99,2024-07-10 17:16:00
451,85,completed,4.99,2025-01-18 22:25:00
452,402,completed,0.0,2024-07-29 14:17:00
453,417,completed,14.99,2024-05-16 04:44:00
454,413,completed,9.99,2024-02-05 18:24:00
455,292,processing,0.0,2024-01-02 16:40:00
456,273,shipped,0.0,2024-04-27 05:48:00
457,306,completed,4.99,2025-07-16 21:46:00
458,166,shipped,0.0,2024-03-26 23:48:00
459,149,shipped,0.0,2025-08-08 06:20:00
460,488,completed,4.99,2025-08-11 00:25:00
461,70,cancelled,9.99,2025-03-02 06:46:00
462,471,completed,9.99,2025-04-18 13:22:00
463,142,completed,4.99,2025-05-28 05:40:00
464,360,completed,0.0,2024-01-03 08:59:00
465,128,completed,9.99,2024-05-07 04:53:00
466,365,processing,4.99,2024-11-12 18:05:00
467,425,completed,0.0,2024-07-25 17:09:00
468,390,cancelled,4.99,2024-08-14 04:11:00
469,251,completed,4.99,2024-09-22 11:44:00
470,296,shipped,14.99,2025-06-09 17:41:00
471,322,cancelled,14.99,2024-04-10 09:39:00
472,193,returned,9.99,2024-09-03 01:14:00
473,39,completed,4.99,2024-02-23 18:58:00
474,207,shipped,0.0,2024-02-29 03:12:00
475,356,processing,9.99,2024-09-03 11:14:00
476,233,returned,9.99,2024-06-25 05:54:00
477,168,completed,0.0,2025-01-23 06:36:00
478,445,completed,14.99,2024-06-16 06:08:00
479,375,returned,9.99,2024-11-09 09:55:00
480,326,processing,0.0,2024-05-17 15:23:00
481,436,completed,9.99,2024-02-21 03:47:00
482,408,cancelled,14.99,2025-01-24 03:12:00
483,112,cancelled,0.0,2025-01-09 20:14:00
484,423,completed,9.99,2025-06-01 12:03:00
485,254,shipped,9.99,2024-11-26 07:05:00
486,166,shipped,9.99,2025-01-12 14:07:00
487,173,completed,4.99,2024-04-07 22:06:00
488,290,returned,4.99,2025-03-20 01:52:00
489,404,processing,9.99,2025-08-23 17:02:00
490,458,completed,0.0,2025-05-15 14:17:00
491,24,completed,4.99,2025-08-24 05:18:00
492,321,returned,4.99,2024-11-02 12:34:00
493,9,completed,0.0,2025-05-22 18:57:00
494,476,completed,4.99,2025-07-11 18:44:00
495,226,returned,9.99,2024-06-03 12:47:00
496,1,cancelled,9.99,2024-04-25 10:57:00
497,104,completed,4.99,2025-05-11 22:09:00
498,452,shipped,4.99,2025-08-23 08:38:00
499,82,shipped,4.99,2024-02-13 23:13:00
500,48,processing,0.0,2024-02-27 14:52:00
501,129,completed,14.99,2024-11-11 18:36:00
502,191,completed,4.99,2024-08-21 11:53:00
503,27,cancelled,4.99,2024-06-01 18:12:00
504,321,shipped,9.99,2024-07-24 07:39:00
505,372,completed,9.99,2025-08-01 00:27:00
506,220,completed,4.99,2024-05-14 07:33:00
507,361,completed,9.99,2024-10-16 01:27:00
508,1,completed,4.99,2024-07-31 18:01:00
509,245,completed,9.99,2024-09-10 22:52:00
510,68,completed,9.99,2024-02-01 12:15:00
511,266,returned,0.0,2024-05-16 17:44:00
512,5,completed,9.99,2025-06-24 13:31:00
513,357,processing,0.0,2025-05-02 05:47:00
514,419,completed,9.99,2024-05-20 08:57:00
515,441,cancelled,4.99,2024-03-06 15:22:00
516,356,completed,4.99,2025-03-29 02:28:00
517,245,completed,9.99,2024-02-07 15:18:00
518,118,cancelled,4.99,2024-05-02 20:48:00
519,46,completed,14.99,2025-08-15 13:07:00
520,53,processing,14.99,2024-03-27 04:54:00
521,189,shipped,0.0,2025-05-18 07:49:00
522,71,cancelled,0.0,2024-04-13 03:05:00
523,397,completed,0.0,2024-08-20 01:03:00
524,329,completed,9.99,2025-08-26 00:07:00
525,36,completed,4.99,2025-03-24 13:05:00
526,313,completed,4.99,2025-04-17 09:52:00
527,226,processing,4.99,2024-09-25 12:56:00
528,370,completed,4.99,2025-03-10 16:20:00
529,322,completed,0.0,2024-02-11 04:25:00
530,471,cancelled,0.0,2025-04-30 10:09:00
531,316,returned,4.99,2025-05-02 20:41:00
532,441,completed,0.0,2024-07-20 15:51:00
533,45,completed,0.0,2025-06-21 18:12:00
534,72,completed,14.99,2024-07-06 10:41:00
535,302,cancelled,0.0,2024-03-09 07:59:00
536,180,cancelled,4.99,2024-12-12 08:33:00
537,162,completed,0.0,2024-09-28 14:09:00
538,127,shipped,4.99,2025-01-15 07:41:00
539,331,completed,4.99,2024-12-07 16:36:00
540,128,shipped,0.0,2024-02-15 01:24:00
541,399,completed,9.99,2025-08-30 05:19:00
542,435,shipped,9.99,2024-09-25 18:14:00
543,106,completed,4.99,2024-10-09 13:02:00
544,383,cancelled,4.99,2025-04-08 12:29:00
545,152,completed,4.99,2025-03-16 22:55:00
546,402,completed,9.99,2024-10-27 15:36:00
547,254,cancelled,4.99,2024-03-14 01:24:00
548,58,completed,4.99,2024-11-10 12:55:00
549,256,completed,4.99,2024-12-06 11:58:00
550,271,completed,0.0,2025-08-09 14:10:00
551,185,processing,4.99,2024-03-28 02:35:00
552,68,cancelled,9.99,2024-01-01 08:46:00
553,441,cancelled,0.0,2025-03-08 00:12:00
554,188,completed,0.0,2024-12-13 02:56:00
555,391,returned,4.99,2024-09-02 15:11:00
556,489,completed,9.99,2024-07-18 07:24:00
557,9,completed,4.99,2024-04-03 05:14:00
558,8,shipped,9.99,2025-07-06 03:45:00
559,111,completed,0.0,2024-08-07 23:48:00
560,473,completed,0.0,2024-05-16 08:15:00
561,486,cancelled,14.99,2025-01-24 13:45:00
562,260,shipped,4.99,2025-08-29 02:31:00
563,322,cancelled,0.0,2025-03-16 20:24:00
564,217,cancelled,9.99,2025-07-23 09:31:00
565,43,completed,14.99,2024-05-17 07:56:00
566,143,completed,14.99,2024-09-25 10:59:00
567,159,completed,4.99,2024-12-20 19:57:00
568,262,completed,4.99,2024-06-13 15:32:00
569,499,completed,4.99,2024-04-16 12:34:00
570,275,processing,4.99,2025-01-23 16:44:00
571,201,completed,0.0,2024-09-15 07:31:00
